关键词,价格区间,地址,排名方式,店铺旺旺,宝贝标题,宝贝链接,宝贝id,宝贝价格,宝贝销量,在线人数,标题排除内容
鞋,-,发货地,综合排序,andynw,JINIWU经典纯黑男士厚底布洛克牛皮T台秀上款德比环保底松糕,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1959755198&k=461&e=zBOm9jksITCa96VV32SSI8CIwjVNFixk2EvWkrbmNlOTwUDlOCyzdz2QVHWH7Cda7uebgKNcnkg2r8H4SCHSkg%2F7NTDc0wrYy1ij43mjxNm4AR8kQWex%2FkmM5%2FbLZ2VB6qC45j8si8f2%2FtgZl0y0rWAcuNPeRmqrnejVuo3dL0PQXstxqz%2FwSPoMdBbdbTogEEpkt8OJFfkP3%2FtBJ%2B41CFSaUCxzkQZA69bI2N%2Fj4%2F2%2Bwb1exKvFG8yo3iUzse2Y8eTzuFffsPD%2BtVIpdyPE034YfX4dUIpQEWUP5QOA37jEWvEIMpKq0WDfkt5xPwZ6R8x5uAw%2FasYly7cSPnFqXeW69cfk%2BYwpHrwPaiehIZVUaS2f8n3r1SI0W8fNEiX9o%2BoNYhr%2BH2iYJyaqlQOSHSXd1C2OeqLmC3h3X6my0hm1Dt1PAV4uXPGvb4HzO%2Bg3PNAzPq1q%2B8Q%3D#detail,10197814572,399.00,129,64,花花公子;安踏
鞋,-,发货地,综合排序,婴美立旗舰店,春秋款男女宝宝学步鞋 0-1-2岁婴儿软底运动鞋帆布小白防滑掉,https://detail.tmall.com/item.htm?id=544871526187&ns=1&abbucket=11,544871526187,39.00,131,69,花花公子;安踏
鞋,-,发货地,综合排序,壹号足迹,男士帆布鞋子韩版潮鞋一脚蹬懒人鞋男鞋英伦套脚透气牛仔休闲夏,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=982974982&k=461&e=gRQvRvvx68%2Bxm9y4PJyYdsEGpuGkjLgykIYO89B%2BuhY7872Re1HBA3JJreM9LqOLj0QrOch1pIGeht3znhCxLHnxKuDZJHBMDLSB0CSB8Rz6vtmKG3a9DIdtu5YJmu3Ofs6ziDZ%2F2ffjySJmTpOaBlsl3lNkOonIRRNeUhlly%2FazVMZ6pssUNchLF%2B%2BNBdXlxSu4MHlxp8N3LtLqg7S8qtoDsze6xmzdmknWEEV798OEZi6WDeNwI5C9PoIW%2FyvBDEgEB%2F1ZF2CuGYHu4%2BWokx7hP63ZZ%2B3kEICojlybHwQu%2B4b4zqf8CRQLUsiBI4LL1Ib37TCaLtd99b5CRDSR00pqE11C3HINwJCtParosz5YaMa2gJUWhK2yi5wAjHJWV3jL4smFfPkMc7SZ57Wu9JktEw9wFqBI%2FYTfTj65jkqo1vJhE95Q0OaffayiRU5JOCsyICeurWc%3D#detail,45685690315,78.00,737,59,花花公子;安踏
鞋,-,发货地,综合排序,亦可运动专营店,Adidas阿迪达斯男鞋透气2017经典 缓震耐磨运动跑步休闲BB 8326,https://detail.tmall.com/item.htm?id=525367859539&ns=1&abbucket=11,525367859539,543.00,1038,621,花花公子;安踏
鞋,-,发货地,综合排序,徐氏运动专营店,NIKE男鞋TANJUN SE秋板鞋透气运动鞋网面跑步鞋经典休闲876899,https://detail.tmall.com/item.htm?id=538706432843&ns=1&abbucket=11,538706432843,308.00,254,102,花花公子;安踏
鞋,-,发货地,综合排序,notyet旗舰店,Notyet春季帆布鞋男高帮韩版潮男鞋板鞋男 布鞋透气男士休闲,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1202286930&k=461&e=M%2B23qDp%2FajdCu3idFJqEOmE26%2BVGINOyfMAnrxNxYpNlq9N1DFAtR6YUOot9fs2YwuoQainxmuM2Z%2FDvwrmJMdFuEtjvYKdG7xV8kYNMfdjvV6uibMrppR16vVVa2tJ5z43w27gmj8OC%2B2BBLhXoBi8DJZ%2FvSbaREE0Z33HtXamghCD5Yi%2FF2rxrrqxi6pW2xrde32uM2xfZsbahBwzlhvdqHBn6koJ5gheg6Q1Mfu4yitab7xEnLLyfGtD7H%2FMogQVamK44Qy1mG1%2BK7Y7kGcTsMVdDeWyn8DcSraXQIN6FEw8%2BUgFS5Lk3%2FZACh%2FPALyMBQDneFyaiuDgHR%2FenfG4QZmc6I6CHJ20BvPFcm0VC6%2FtQtwFKauoUbzkJKyH5qO0X5iRgok%2Bho%2FZeAVWJwL6WE%2B%2FLOPlhU1AljcKXxrec4tuUJHYn2%2F%2F2tODfXI0gFLQ5CZ9ZsRc%3D,14926307294,119.00,466,184,花花公子;安踏
鞋,-,发货地,综合排序,切克闹好货,PUMA x UEG 联名一脚蹬 黑白男女鞋 高帮鞋361637 361496 361497,https://item.taobao.com/item.htm?id=545197670712&ns=1&abbucket=11#detail,545197670712,789.00,90,84,花花公子;安踏
鞋,-,发货地,综合排序,惟妙惟肖188,2017春夏季新款女孩蕾丝公主鞋韩版宝宝浅口包头凉鞋儿童水晶单,https://item.taobao.com/item.htm?id=545310556031&ns=1&abbucket=11#detail,545310556031,59.00,157,218,花花公子;安踏
鞋,-,发货地,综合排序,colorful_days07,欧美2017春新品网面运动鞋女袁姗姗明星同款小白鞋透气休闲跑步,https://item.taobao.com/item.htm?id=534393101804&ns=1&abbucket=11#detail,534393101804,99.00,11,132,花花公子;安踏
鞋,-,发货地,综合排序,xiaowu5201314,2016秋季新款韩版文艺绣花低跟套脚单鞋女圆头 百搭舒适平底女,https://item.taobao.com/item.htm?id=536303730112&ns=1&abbucket=11#detail,536303730112,89.00,14,54,花花公子;安踏
鞋,-,发货地,综合排序,芭芭鸭自营店,巴巴鸭品牌童鞋断码清仓2017女童韩版宝宝休闲板鞋公主男童布,https://item.taobao.com/item.htm?id=545961271555&ns=1&abbucket=11#detail,545961271555,19.00,74,61,花花公子;安踏
鞋,-,发货地,综合排序,彼得潘儿童潮鞋,彼得潘童鞋2017春秋季新款中大童儿童网面透气休闲男童运动子,https://item.taobao.com/item.htm?id=543280585284&ns=1&abbucket=11#detail,543280585284,69.00,99,56,花花公子;安踏
鞋,-,发货地,综合排序,idiot_xj,xcollection17春夏新品超细跟尖头浅口蕾丝真皮高跟鞋时尚单女,https://click.simba.taobao.com/cc_im?p=%D0%AC&s=1406770549&k=461&e=paIpRkCJU3r8n3pP6rq4%2FLN4hTw5Y%2Bisa9Yzz99%2FMxEqV00hG%2FWnKwmyL45vgvDn7sdyY0qgfEaWKHJHvcrnZLRFo1hsNN9OS1FSyvx%2FTRVdCY6Z0SxTy3iCdOoLVccDUgeEs9aFwVPx3%2Bde8iKXdcMxwNb24fNOC%2FSUzMdGzSF74aPb6ibqwfkuFOAMufhAEt7s7TYGPWqz6A5v0Dz0JtQgzUiTArOZifoz8dzICQBRUKQR4VwZInWQZUdrAGSgOfAtp9UfAwmVs19BUPUFsEYfG9mXLmCRPV6GN5R81Z0z1fbybm6cD0qoJEZU1dFfWr50sybxVRYep32YfWEXrUwI4LnW2zZYfWHF3XcaBy1%2Fv5tMP30ziNRlldoterFwh8%2B6veOlAwAQ29T2lrWFt7WaYWNGSrDqXJqxtCZWTsxp%2FRWx4TvfgsmChetSFwCVP0VQHfY%2BPNQ%3D#detail,535626291795,428.00,230,293,花花公子;安踏
鞋,-,发货地,综合排序,启扬母婴专营店,巴布豆毛毛虫童鞋男童2017春季儿童运动鞋女童宝宝休闲子带灯,https://detail.tmall.com/item.htm?id=536637426105&ns=1&abbucket=11,536637426105,99.00,434,152,花花公子;安踏
鞋,-,发货地,综合排序,双星名人童鞋旗舰店,双星童鞋儿童运动鞋春夏系带童鞋男女运动鞋中大童透气网面运动,https://detail.tmall.com/item.htm?id=543803295883&ns=1&abbucket=11,543803295883,79.00,525,146,花花公子;安踏
鞋,-,发货地,综合排序,老北京布鞋正品专柜,春秋季老北京布鞋男士休闲运动软底帆布鞋青年懒人一脚蹬低帮男,https://item.taobao.com/item.htm?id=526944653835&ns=1&abbucket=11#detail,526944653835,69.00,388,68,花花公子;安踏
鞋,-,发货地,综合排序,罂姿旗舰店,春季男女宝宝软底防滑学步鞋婴儿帆布鞋不掉鞋0-1岁3-6-12个月,https://detail.tmall.com/item.htm?id=545651368203&ns=1&abbucket=11,545651368203,39.80,1325,3040,花花公子;安踏
