博主,博文,日期,转发数,评论数,点赞数
粉笔公考,政府工作报告洋洋洒洒数万字，重点在哪里？房地产走向如何，能不能尽快消除雾霾，民生保障如何加强，“工匠精神”有没有最新的表述，如何激发党员干部奋发工作的精气神？小粉笔精选八大重点语句，带你速读政府工作报告。|粉笔直播课... ,2017-03-05 21:05,699,36,376
love幂无悔,雾霾天，大风天又逢周末为了我的步数目标还是毅然决定开走！虽然不快前6公里还是认真走路的后来就开始逛着走逛遍了学校有面包卖的18家店发现符合要求的全麦有9家,2017-03-05 20:46,,13,16
青年学习报,【中科院院士曾问懵柴静：中国人是不是人？】当雾霾成为日常，当我们还在雾霾中挣扎吐槽时，这位中科院院士从他的专业视角，一语道破问题的实质所在。现在，让我们回看一年前的这段对话，到底是什么让院士对柴静喊出“中国人是不是人”？不妨认真看完，院士之言字字珠玑。 民谣心语的... ,2017-03-05 20:27,8,2,20
仰望星空1912,刚刚出去走了一圈，大风降温，但把连续几天的雾霾吹走了。今天看两会采访崔永元，崔讲：雾霾都不让说了，还能治理好吗。我感到奇怪的是，平时不是说我们的优势是集中力量办大事吗，怎么雾霾就治不好，一定要等着风来吹呢。 ,2017-03-05 19:37,47,2,5
流云涛声,雾霾天的郑州只适合室内玩耍，带孩子来全球首个童话主题沉浸式体验乐园——魔焱亲子趴暨公主学院全球巡展——郑州站。陪孩子寻找现实版的白雪公主、花木兰、美女与野兽、灰姑娘、冰雪女王！特别适合爸爸带着小情人来玩，让我心爱的小公主成为真正公主！ 陪着孩子度过美好时光！ |郑州·万象... ,2017-03-05 19:12,1,,1
静香朵朵,20170305下午一个人开车去了徐州艺术馆看油画展。今天天气不好，阴阴的，雾霾很重。从云龙湖边开过去，一路上很多人踏青看花。我看见一丛丛金黄的迎春花，开得热闹而密集。还有几株樱花吗，满树紫红色的花蕾蓄势待发。最多的是一树树洁白的玉兰花，开在没有绿叶的褐色树枝上，如一个个穿着白纱的新 ,2017-03-05 19:08,1,5,4
安徽大学学生会官方,#2017看两会#【两会面孔——傅莹】谈治霾：治理雾霾有效果，但距群众期盼有很大差距；谈女性就业歧视：一定要尊重女性就业的权利。妇女能顶半边天，道理很丰满，但现实很骨感。面对记者提问，沉着大气，冷静分析，许多网友纷纷表示被女神“圈粉了”图片via.中国新闻网 ,2017-03-05 19:05,4,1,8
程贵锋gui,房价？雾霾？医疗？税收？没事，至少还有提速降费，目测可以120%提前完成。通信消费在生活中又占几何？ ,2017-03-05 18:31,3,6,4
每日经济新闻,#两会最前线#【每经智库：2017政府工作报告讲的十大难题，怎么解决？】《政府工作报告》正确的打开方式是什么？中国人民大学重阳金融研究院对今年的政府工作报告进行了深入解读：经济增速稳得住吗？房子价格还会涨吗？金融形势是否稳定？抗击雾霾如何取胜……每一个都与你的生活密切相关： ,2017-03-05 18:27,15,,32
Lee-小丫,三月春天来芜湖怎能不到长江边走一走第一次离长江这么近，有点小激动空气有点小雾霾，在这边几乎没见过蓝蓝的天空白白的云在中国地图上又踩了个脚丫子 |芜湖·芜湖... ,2017-03-05 18:06,,5,8
大龙宽,2017古巴雪茄节闭幕式，我是努力的躲开了北京的雾霾，没躲开古巴的雪茄节闭幕晚宴的PM2.5，全球2000顶级雪茄客，蒙特工厂配送，每人5支雪茄，5道菜，5款酒。10000支烟释放的PM2.5基本上就是烟熏活人。而这些对于这次古巴@不跟团旅行 和我们的雪茄客们，就是一次顶级体验。 ,2017-03-05 17:55,2,1,5
美妆视频集,阻碍雾霾侵袭肌肤 从日常护肤开始 秒拍视频 ,2017-03-05 16:40,20,7,49
环保部发布,#两会话环保#【傅莹：治理雾霾要坚持下去 争取实现向好的趋势 】这些年从中央到地方、到企业、到社会，都做了很多努力，治理也是有效果的，但是距离人民群众的期盼有很大的差距，尤其是冬天确实情况比较严峻，所以还是要坚持治理下去，争取实现一个向好的趋势。 ,2017-03-05 16:08,38,15,26
海峡之声,#2017两会看两岸#全国台盟小组会讨论审议政府工作报告。江利平委员：政府工作报告体现问题导向，比如针对雾霾问题提出蓝天保卫战，为解决实体经济脱实向虚倾向，供给侧改革"三去一降一补"成效明显。（海峡之声鞠先鹤 任婧 冉思清） ,2017-03-05 15:47,2,,5
雷文1970,（崔永元）今天记者围堵中直言“雾霾都不让说，怎么提现治理雾霾的信心呢”真是个有识有胆的男人。不太同意他对转基因的成见，不过这也是他言论自由的权利吧。 ,2017-03-05 15:47,12,12,5
重庆环保,#场外话题# 【保卫蓝天，你也来献一策！】今年的政府工作报告首提打好蓝天保卫战。总理说，治理雾霾人人有责，贵在行动、成在坚持。全社会不懈努力，蓝天必定会一年比一年多起来。政府有决心有信心，小伙伴们，你有啥想说的，欢迎留言我们来聊聊！ ,2017-03-05 13:51,28,1,5
朝阳直播间,【朝阳入选气候适应型城市建设试点】在城市规划中充分考虑气候变化因素，针对高温、雾霾等极端天气气候事件，修改城市基础设施建设标准。辽宁省大连市、朝阳市入选气候适应型城市建设试点。这些地区将在城市规划中充分考虑气候变化因素，针对强降水、高温、干旱、台风、冰冻、雾霾等极端天气气候事件， ,2017-03-05 13:07,7,1,8
西安吃喝玩,#西安身边事# 【陕西西安：国际港务区内恶臭居民苦不堪言 气味传千米】西安国际港务区内一家肠衣企业每天在加工的时候会对外散出刺鼻的恶臭味，常常把周边环境弄得臭气冲天，即使没有雾霾的天气出门还需带上口罩。记者采访时发现，该厂区四周不仅依然臭气冲天，四周还有一所2000余名师生的中学。 ,2017-03-05 13:03,14,8,3
南京环保,#2017全国两会#【空气质量恶化、应对不力要严格问责】李克强总理在政府工作报告中指出，对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。全社会不懈努力，蓝天必定会一年比一年多起来。 ,2017-03-05 12:29,1,,5
康宇龙文化传播者,#随手拍长春##长春正能量##长春新闻# 心语“快乐周末”公益活动，第225期公益主题“防霾你出大招，一起拯救小鸡”。雾霾已经严重困扰着我们的生活，危害到了我们的健康。人们除了带上口罩，减少外出次数之外，还能够用什么形式为减少雾霾做些力所能及的努力！此次活动以行动秀的形式呼吁市民参与到公 ,2017-03-05 12:14,2,2,2
绿色爪子,[原创发布]绿爪子绿色公益课堂058期：揭秘，雾霾形成的地理因素。每一次雾霾，都是城市生活的多方污染因素综合导致的。除了经济和人为因素外，自然地理也是制约空气质量的重要因素。哪些地理因素易形成雾霾天气呢？本期绿爪子绿色公益课堂为大家做科普。@SEE创绿家 下载地址：网页链接 ,2017-03-05 11:59,1,,
南京普法,#法治阅读##两会时间# 严格环境执法和督查问责。对偷排、造假的，必须严厉打击；对执法不力、姑息纵容的，必须严肃追究；对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。全社会不懈努力，蓝天必定会一年比一年多起来。 ,2017-03-05 11:40,2,1,1
苏苏xxSXY,华北理工大学冀唐学院药学系拒绝雾霾主题活动开始啦 让我们携手共同保护环境 加强锻炼 抵抗雾霾 秒拍视频 . ,2017-03-05 11:16,4,4,13
沂蒙山,作文是写一种自己比较喜欢的花，九哥写了《空气小卫士——绿萝》。山哥问为什么喜欢绿萝，九哥说它能吸收雾霾。说到雾霾，九哥的一句话让我惊呆了，北京的孩子都因为雾霾放假了，山东的孩子个个都是绿萝可以吸收雾霾。#一句话真相了# ,2017-03-05 11:07,,2,7
法制晚报,【李克强：全社会不懈努力，蓝天必定会一年比一年多起来】①对偷排、造假的，必须严厉打击；②对执法不力、姑息纵容的，必须严肃追究；③对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。 （人民日报） ,2017-03-05 10:57,25,,92
广东民声热线,#微博看两会#【李克强：坚决打好蓝天保卫战。】对所有重点工业污染源，实行24小时在线监控。明确排放不达标企业最后达标时限，到期不达标的坚决依法关停。要强化机动车尾气治理。基本淘汰黄标车，加快淘汰老旧机动车，对高排放机动车进行专项整治，鼓励使用清洁能源汽车。治理雾霾人人有责，贵在行动、 ,2017-03-05 10:56,4,,3
燕赵都市报,#2017全国两会# 【李克强：全社会不懈努力，蓝天必定会一年比一年多起来】①对偷排、造假的，必须严厉打击；②对执法不力、姑息纵容的，必须严肃追究；③对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。 ,2017-03-05 10:42,4,,24
重庆微发布,#2017全国两会#【李克强：全社会不懈努力，蓝天必定会一年比一年多起来】①对偷排、造假的，必须严厉打击；②对执法不力、姑息纵容的，必须严肃追究；③对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。人民日报 ,2017-03-05 10:38,5,,3
正啦8經人,一边说治理雾霾，植树造林改善环境，一边乱砍乱伐，破坏环境毁我家园，沈阳保利心语物业在业主不知情的情况下对半个世纪的老树痛下黑手，真的很心痛！@沈阳晚报 @沈阳最头条 @沈阳发布 @沈阳环保 @沈阳日报 @辽宁卫视 @新浪辽宁 @新浪辽宁 @华商晨报 @辽视第一时间 ,2017-03-05 10:33,5,,
每日经济新闻,#两会最前线# 【李克强：全社会不懈努力，蓝天必定会一年比一年多起来】①对偷排、造假的，必须严厉打击；②对执法不力、姑息纵容的，必须严肃追究；③对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。（人民日报） ,2017-03-05 10:31,8,,48
四川日报,#2017两会#【治理雾霾、人人有责】李克强在《政府工作报告》中指出：2017年坚决打好蓝天保卫战。全面推进污染源治理，对所有重点工业污染源，实行24小时在线监控。加强对雾霾形成机理研究，扩大重点区域联防联控范围，强化应急措施。治理雾霾人人有责，全社会不懈努力，蓝天必定会一年比一年多起来。 ,2017-03-05 10:30,7,1,16
新京报,【李克强：全社会不懈努力，蓝天必定会一年比一年多起来】①对偷排、造假的，必须严厉打击；②对执法不力、姑息纵容的，必须严肃追究；③对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。 （人民日报） ,2017-03-05 10:30,60,,118
甘肃电视新闻,#2017年政府工作报告#【李克强：全社会不懈努力，蓝天必定会一年比一年多起来】①对偷排、造假的，必须严厉打击；②对执法不力、姑息纵容的，必须严肃追究；③对空气质量恶化、应对不力的，必须严格问责。治理雾霾人人有责，贵在行动、成在坚持。@狼不舞 @甘肃省广播电影电视总台 ,2017-03-05 10:29,1,,
西安交通大学,#管窥仙交# 【图解交大学子寒假返乡环境调研】寒假回家期间，交大学子进行了返乡调研，了解不同地区的人们对自己家乡雾霾问题的看法，也在此基础上开展了对环境污染相关问题的调研。本文摘取了其中大家最为关心的雾霾问题进行了具体分析。 ,2017-03-05 10:02,5,4,24
super-198304,不要以为这是雾霾哦  这是我们家乡大山里的早雾可惜远在常德的我不能亲眼目睹，记得上次看到这种景象的时候是大年初九 雾缠绕这大山 仿若仙境 一位老伯伯骗我 他说这是拍西游记的地方 我差点就信了 我的家乡这么美 这么迷人 想你了 |常德·三闾... ,2017-03-05 10:01,,3,4
杨诉的微博,初春连日来的艳阳蓝天，一扫去冬的雾霾，心情顿觉豁然。当心情好的时候，也许会感觉你的身体也是蓝天，思绪也许成了云朵，意念便在初春的风中，翩然飘飞。初春的季节，乍暖还寒，草还是黄的，树条也是枯的，池塘也是干涸的，土地也是龟裂的。没诗性和没文采的人，看到的都是满目萧然，而内心有希 ,2017-03-05 09:56,1,2,4
京环之声,#我为蓝天助力# 【环保版《爸爸说》 | 太牛了！有人把北京冬季的雾霾成因做成了漫画！】疑多多和爸爸正在看两会报道，当听到雾霾的话题时，多多的小脑袋里冒出好多问题。 ,2017-03-05 09:40,1,6,10
环球资讯广播,#2017两会#【经济社会发展中还存在不少困难和问题】李克强在政府工作报告中表示，经济增长内生动力仍需增强，部分行业产能过剩严重，一些企业生产经营困难较多，地区经济走势分化，财政收支矛盾较大，经济金融风险隐患不容忽视。环境污染形势依然严峻，特别是一些地区严重雾霾频发，治理措施需要进一步 ,2017-03-05 09:34,4,,16
中国政府网,#直播2017年政府工作报告# 我们也清醒看到，经济社会发展中还存在不少困难和问题。经济增长内生动力仍需增强，部分行业产能过剩严重，一些企业生产经营困难较多，地区经济走势分化，财政收支矛盾较大，经济金融风险隐患不容忽视。环境污染形势依然严峻，特别是一些地区严重雾霾频发，治理措施需要进一 ,2017-03-05 09:32,9,,12
哥俩侃房彦翔,电影再激烈 也不会损伤投影银幕浪涛再汹涌 也不会波及大海底部雾霾再严重 也不会污染天空某处人心再烦恼 也不会磨灭自性光束 ,2017-03-05 08:54,1,,5
谭老师地理工作室,#微博看两会#傅莹，蒙古族，内蒙古通辽人；北京外国语学院英语系毕业，英国肯特大学国际关系硕士研究生。曾任中国驻菲律宾、澳大利亚、英国等国大使，是中国第一位少数民族女大使、驻大国女大使。以善于沟通著称。 傅莹答记者问讨论了关于军费、雾霾、房地产等问题，其实，我偷偷告诉你，她说了2017高 ,2017-03-05 08:53,19,3,94
艺龙旅行网,惊蛰，春雷响万物长，蛰虫惊而出走矣。惊蛰过后气候渐暖，万物复苏，北方雾霾渐散，南方春暖花开。适逢周末出门走走，唤醒沉闷一冬的身心吧~ ,2017-03-05 08:30,12,1,9
MMG-宝儿慧心可儿的围脖小窝,☆   长沙第一印象，朦胧的天空，下着小雨，不散的雾霾天。  #旅行记忆##早安# |长沙·橘子... ,2017-03-05 07:42,1,11,51
济南凡事,#济南生活#【大济南天真蓝（方言版）】蓝天啊，蓝天，老时节木见，你扛赛咧儿，简直就是把蓝放在小车上一一你忒蓝咧儿，这天儿出去狼窜可滋儿了，俺母量着俺是不是到了假济南了。雾霾迂磨好几天，好歹地拔腚了，他呆这里，俺可木乱，可硌应俩。俺撒么了一下，天上的云彩啊，可而利咧了，跟北园的北菜 ,2017-03-05 07:36,17,14,36
蔡见骏jensen,#悦跑淄博#2017.3.5日，本人晨练12000步左右，大约七公里，基本完成了每日健身目标，继续努力！虽然今天天气不美妙，阴沉，雾霾，冷风，感觉有些像萧瑟的秋，但是，农历历法二十四节气里的——惊蛰，来了。春回大地，万物脱掉寒冬的傀儡，姹紫嫣红已经在不远处了。 ,2017-03-05 07:21,,,3
爱普世爱生活,义和团：雾霾不敢说，环境污染不敢说，强拆不敢说，贪赃枉法不敢说，高油价高房价高物价不敢说，食品安全不敢说，免费医疗不敢说，全民养老不敢说……这萨德喊两嗓子还不行啊？ ,2017-03-05 02:59,1,3,1
杨永强产业投资,#中盛投资#雾霾治理工作使大部分火电已经完成了常规脱硫脱硝除尘改造，逐步进入了超低排放阶段，而非电工业的排污升级改造由于监管不严、技术不够成熟等原因相对落后，改造升级的需求空间巨大。未来治理雾霾工作的重心将从火电领域转向非电领域，非电工业排污升级改造有望成为风口。工业排放已成为 SO2 ,2017-03-05 01:07,18,2,13
张荣奎,@崔永元 ：只要政府重视任何事情几个月就能解决，多大的案子都能破，如果政府不重视多大的事情一辈子都不会解决！雾霾要想治理就需要老百姓拿它当口头禅天天说才能引起重视才能下大力气解决！说都不让说怎么治理？@美国洛杉矶罗学玲 @Muddblood 启迪新报的... ,2017-03-05 00:33,19,11,20
遥遥灵犀yjq6504,北京的雾霾固然严重可恶，然而更严重更可恶的则是看客的冷漠。前些天香港大爷地铁痛打调戏妇女的三个印度瘪三，让国人无不拍手称快。无独有偶，北京地铁瘪三公然欺侮妇女，周围的看客没有一个男人挺身而出抱打不平，只能说男人的血性失传了。我现在终于懂得鲁迅先生的那句话的真正涵义了！ ,2017-03-04 23:50,,,21
洞眼藏地,《雾霾情诗之～～不是相命师》～直到遇见你之后，总是忍不住写诗，不想成为诗人的诗人。遇见淡淡的你，总是忍不住回忆，不想成为思人的思人。原本只想一见便可不用再见，遇见你之后却想一见再见。本想情到此结，不想成了见了又见。你的淡幽，淡淡的微笑，淡淡的回复，。让我无从发力，我不是哲学家。也 ,2017-03-04 23:13,1,,2
moooomxxxGmr,终于回到学校了！！最后一个学期从现在开始！！最晚一次回校……开学两周了才回来 慢吞吞地进入别人早已熟悉的日常……btw箱子重死我了！都知识的力量！我们的鼠子还是很蠢！暖气还是很热！雾霾味道还是那么亲切！,2017-03-04 22:51,,8,8
樱桃小卍卍卍子,今天才看到日本核辐射的问题，国家好心提醒日本核辐射泄露问题，一群人冷嘲热讽，我不管这是不是右翼还是什么鬼问题，日本确实比切诺贝利严重多了，尽然还有人拿雾霾和核辐射比？拿辐射和核辐射比？拿地沟油和核辐射比？这有可比性？我敢吸雾霾，我敢吃地沟油，我每天都会受各种各样的辐射 ,2017-03-04 22:48,1,,9
洞眼藏地,《雾霾情诗之～～～心湖倩影》～--一位终南隐僧的情劫。～～你是一颗美丽的七彩石，投掷进了我的心湖，荡起阵阵涟漪，带起了混水，迷乱的情思层层波动，鱼儿误认为食物纷纷追逐，天狗以为是坠落的月轮，待势猎取，广阔的天池，失去了往日的平静，只要你走过湖边，湖水就会荡漾，伴随着幸福，倩影走过; ,2017-03-04 22:15,1,1,3
千龙网中国首都网,#直击全国两会#【情画两会：傅莹答记者十五问】圈粉来了！①外媒第一道必答题是军费，国内媒体的必答题是环境；②关于就业歧视：妇女能顶半边天，道理可以讲的很丰满，现实又会很骨感；③关于雾霾治理：媒体年年关注，我们是年年回应，大家也是年年努力。 ,2017-03-04 22:11,10,1,19
罗志渊,【两会聚焦】傅莹：治理雾霾是我们国家面临的一个长期挑战#渊品天下# 秒拍视频 ,2017-03-04 22:08,12,8,35
洞眼藏地,《雾霾情诗之～～幽兰业幻》----一位终南隐僧的情诗。～～～抬头仰望天蓝的透亮，低头内观心中的霾云渐漫，是什么系住了浪子的翅膀，是什么挥不去的牵拌，身背的慧剑像象胶一样柔软。爱的魔罗，总是让他的女儿化身成天使的模样，叫人心荡神漾。美丽的瞬间，擦肩顾盼，情生如闪，若能念起即觉，决定如水 ,2017-03-04 22:05,1,,1
中国企业家杂志,【雾霾治理、企业减负、股市、房市……对于这些棘手问题，以优雅著称的女发言人是这样回应的】在一小时左右的新闻发布会上，傅莹共回答了15个问题，这些问题涉及的范围包括雾霾治理、军费预算、中美关系、中印关系、女性权益、企业减负、证券法等。其中，对于雾霾治理、企业减负、股市、房市四个问题， ,2017-03-04 22:01,16,16,28
麻黑浮云,越发觉得北京的雾霾其实一直有风不时吹散，而很多地方真的是见不到蓝天。不但天空阴郁，地上的人也极其丑陋，素质低下。不太理解其余的国人是怎么想的，毫无意义毫无丁点灵性和志趣的人生。 ,2017-03-04 21:51,17,28,49
巴松狼王,今天下午。福建东南电视台演播大厅，中国正在说，“雾霾”，贺克斌院士，主持人吴学兰，我。要素都在，啥事儿？大家想像吧…… ,2017-03-04 21:48,,6,6
张庭源律师2,在记者问及环境污染及雾霾问题时，@崔永元 回答道：连说都不让说，你怎么能把它治理好？ |重庆·南坪... 秒拍视频 . ,2017-03-04 21:37,8,1,4
Vv65503,星期六随便走走，究竟是春天呀！怎奈又是雾霾也不能在外，就驱车去了丹阳眼镜城。头回去，买了两副太阳镜两副老花镜。顺便逛了下吾悦广场殴尚超市，三四点钟在“必胜客”吃的饭！回家已有些迟了，也不饿，新烧了碗荠菜鸡蛋汤，某人把它弄得胡辣汤相似，就着北疆饭店买的香馕倒也十分可口。以前是最不爱 ,2017-03-04 21:24,1,8,4
高清流畅_gc,跟涛哥出去骑行一出门就阴天，沿着s1探入江宁开发区全是工厂高压线和货车，茫茫雾霾啊，将就着两张照片看吧，脸实在太丑挡住了 ,2017-03-04 21:22,,1,9
撕裂旗帜-朱彤,当日理万机的蓝色雾霾在这个星光灿烂的夜晚被宣告可以暂时消散的时候，所有的郁郁寡欢似乎都将被灌注进一片乐不思蜀的花园。护国佑民的无线网络以及围绕在耳畔的摇滚乐，让这半死不活的备课室变成了我喜上心头的凌霄宝殿。可是，在那些天花乱坠般的黄粱美梦还未实现之前，如此的偷安旦夕，真的会好吗？ ,2017-03-04 20:53,,,17
VicliliM,室友带着我骑行转了一遍石家庄，各大商业街、高楼大厦、特色小吃……石家庄还是个不错的城市（虽然雾霾有点严重）还专门去了周冬雨上学时的高中十二中@周冬雨 （虽然我们也进不去……）她家夜景非常漂亮~中国好室友~@wcnyy |石家庄·裕... ,2017-03-04 20:33,,2,16
方泉,北尖-阳台顶-妙峰山三峰连串，22公里累计上升1800米9小时，强度适当。只是天虽春暖融融但小有雾霾，一路与大家讨论“从哪里来到哪里去”的《未来简史》还是气氛热烈的。 ,2017-03-04 20:16,2,7,14
嘉嘉知梦,真心希望大家都拿出坚持来，让这位会长自己打脸！说实话身边这种傻逼真不少，为了便宜超爱去日本旅游，美其名曰喜欢日本亚文化，日本这好那好，我们中华民族5000年文化不够你哈，非得去这些孙子辈儿的地方假装什么文化人，纯傻逼；北京雾霾就受不了了，日本核辐射照样去，外国的月亮特别圆吗？美韩合污 ,2017-03-04 19:45,1,,3
今日中国ChinaToday,#2017两会报道#【“柔中带刚”依旧 傅莹细讲中国新故事】4日上午11时，傅莹作为十二届全国人代会大会发言人第五次在中外媒体前亮相。在一个多小时的记者会中，傅莹共回答了15位记者提出的问题。其中不乏民法总则草案、房地产税法、减税降费等热点话题，更有中国国防军费、雾霾治理等多年来绕不过的“必 ,2017-03-04 19:37,2,1,10
米米米秀秀,学校的路灯终于都开了。在毕业前还能看到这一幕真是感动的要哭了…要知道考研的日子里真的是骂了学校一整个冬天…在充满雾霾的黑暗里总算熬过来了。春天来了光亮也来了，新生活也开始了。嗯就是这么知足 ,2017-03-04 19:34,,3,7
中国新闻网,#2017两会来了#【今日面孔：傅莹】①谈治霾：治理雾霾有效果，但距群众期盼有很大差距；②谈南海航行安全：在南海问题上，拿航行安全说事是误导；③谈女性就业歧视：一定要尊重女性就业的权利。妇女能顶半边天，道理很丰满，但现实很骨感。面对记者"刁钻"提问，傅莹如何见招拆招？精彩妙语戳↓↓ ,2017-03-04 19:12,550,147,784
广西日报,【北京客人盛赞北海医生】一名北京客人范女士拿着一封感谢信来到北海市人民医院，要表扬神经内科一病区的医务人员。性格爽朗的范女士说，一定要在她父亲出院前向院方表达他们的感激之情。  86岁的范老离休前是北京某大医院的全科医生，2014年为躲避雾霾来北海买房定居养生，范女士本人退休前 ,2017-03-04 18:30,1,4,18
邓浩志,虽然有雾霾，但是还是来了，带了一份提案，开两个会。开了一天，累！ ,2017-03-04 17:57,2,27,25
今夜月朗宜私奔,人生路漫长而波折……但不要为了一己之怨而雾霾了整个春天；只要坚信向着明媚走。从容于表：走出一个无悔的人生……活着的每一天一定是阳光的；不一定都能事事如愿！ ,2017-03-04 17:57,4,5,
呃baby,今天带孩子做106路，孩子发现车上悬挂着绿叶葡萄，花藤，头顶还有蝴蝶，一路的看个不停，一点也不哭闹。问起售票员才知道这都是她自费买来挂在车上的，为的就是让乘客坐车养养眼，感觉更舒适。这个点子真是不错，在雾霾笼罩下，坐了趟公交车就感觉置身于大自然，也是一种享受。@燕赵都市报保定站 ,2017-03-04 17:13,1,1,8
Langofire,又下雪了，灰蒙蒙的，压抑。突然感觉自己是厌倦了北方的四四方方，和短暂的春与秋&无止境的大风与雾霾。俗人离幸福只差一步，僧人和幸福只有平行相望。 ,2017-03-04 17:01,,16,7
全景网,【汉能集团李河君：深化电力体制改革，以市场化手段倒逼能源结构调整】#两会声音#汉能控股集团董事局主席李河君表示，雾霾已经对群众健康及经济发展造成不良影响，元凶之一就是以煤为主的能源结构。只有大力发展清洁能源，促进能源结构调整，才是解决雾霾难题和促进环境保护的根本出路。对此，李河君建 ,2017-03-04 16:42,3,3,6
自己是自己的公主,明天就要走啦，昨晚一个人去有小蛮腰美称的广州塔去溜达了一圈，一个人的坏处就是拿着自拍杆怎么凹造型，等了很久看到夜景才离开，本来还想坐游艇夜游珠江，结果男朋友问了句你带泳衣了嘛！没空就没空要吐槽的是广州的雾霾呀，明天就走啦，还有很多景点想去，无奈 ,2017-03-04 16:19,,21,26
行走的杨山,摇号，限行，歧视外地车辆，搬迁工业厂区，推广电动车等等。我这两天，北京往西走了1000来公里，也没见有什么用。一路下来，都没有逃离雾霾的覆盖，唯一的区别只是霾多霾少。 |渭南·华山... ,2017-03-04 15:49,,6,5
俺叫李淑芬,告别了寒冬和雾霾，走在春天里沐浴着春风，宛如新生…身在风景里的我不会写诗都像个诗人，看着人来人往，是一种说不出的惬意。 ,2017-03-04 15:29,,8,11
中国环境新闻,#直通长安街# 【傅莹：治理雾霾是我们国家面临的一个长期挑战】如果是外媒问，第一个估计就是问军费，我们中国国内媒体我的必答题现在就是环境。确实治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。秒拍视频 ,2017-03-04 15:13,22,5,13
向班长,国家的运势，人生的命运，和股市一样，分短线和中长线。只看短线，全是波折，雾霾、官僚、贪腐……你就没法活了。长线就是世界潮流。1，人类几千年唯一存续的文明古国，她一定有重生的秘笈。2，30年，除了半导体芯片以外的行业全部做到世界一流。3，法制的香港和民主的台湾摆在那里，几乎所有人都有住 ,2017-03-04 14:59,68,26,50
WallaceLIIU,地球不爆炸 我们不放假 宇宙不重启 我们不休息 风里雨里雾霾里 守在微博等候你没有一年四季只有淡旺两季,2017-03-04 14:55,53,122,289
科学网,【傅莹：治理雾霾要坚持 争取实现向好的趋势】傅莹：我今年第五次做新闻发布会了，如果是外媒问，第一个估计就是问军费，我们中国境内国内媒体我的必答题现在就是环境，媒体是年年关注，我们是年年回应，大家也是年年努力。确实治理雾霾是我们国家面临的一个长期挑战。|傅莹：治理... ,2017-03-04 14:50,3,4,8
新浪视频,#每天10秒看热点#今天上午11点，人大举行首场新闻发布会，傅莹就雾霾治理、中国军费开支及中美关系等热点问题进行了回应，看看她今年又抛出哪些金句。 秒拍视频 . ,2017-03-04 14:25,13,7,47
香港商報網,【人民日报海外版：台湾雾霾频发七成是自产 别埋怨大陆】台湾空气污染问题由来已久，岛内每当雾霾爆发，便有“大陆雾霾南下所致”的论调。而岛内早有研究发现，台湾雾霾至少七成是自产。随着工厂从台北迁往中南部，空气污染也跟着转移，可见工业生产过程中的废气排放才是“真凶”，任性“甩锅”似乎讲 ,2017-03-04 13:43,6,19,19
经济之声,【人大新闻发言人傅莹：治理雾霾是有效的，但距离人民群众期盼还有差距】就记者关心的环境问题，傅莹说，这些年从中央到地方、到企业、到社会，都做了很多努力，治理也是有效果的，但是距离人民群众的期盼有很大的差距，尤其是冬天确实情况比较严峻。她表示，要坚持治理下去，争取实现一个向好的趋势 ,2017-03-04 13:42,9,13,10
证券时报网,【傅莹：治理雾霾是我国面临的一个长期挑战】傅莹表示，治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。去年对新修订的环境保护法进行了执法检查，发现的问题包括责任落实不够、执法监督不到位、配套法规不完善，人大常 ,2017-03-04 12:41,4,6,15
中国日报,#直击两会#【傅莹：治理雾霾是我们国家面临的一个长期挑战】如果是外媒问，第一个估计就是问军费，我们中国国内媒体我的必答题现在就是环境。确实治理雾霾是我们国家面临的一个长期挑战。从人大的角度来讲，我们一是要不断完善环境保护方面的法律制度，二是监督法律的有效实施。秒拍视频 ,2017-03-04 12:28,41,23,152
环球资讯广播,#2017两会#【人大首场记者会 傅莹刚柔并济 巧妙回应“必答题”】4日，人大举行首场发布会，从审议民法总则到如何更好发挥监察作用，从军费开支到外交政策，从环保到网络安全，大会发言人傅莹一小时内回应了15个问题。对于其中的一些“猛问”，傅莹笑称，国内记者问雾霾，国外记者问军费开支，已经成为 ,2017-03-04 12:23,25,15,62
头条新闻,#两会留声机#【圈粉来了！傅莹答记者问精彩语录】①外媒第一道必答题是军费，国内媒体的必答题是环境；②关于就业歧视：妇女能顶半边天，道理可以讲的很丰满，现实又会很骨感；③关于雾霾治理：媒体年年关注，我们是年年回应，大家也是年年努力。两会更多精彩，请关注#全国两会2017# ,2017-03-04 12:16,103,305,648
