博主,博文,日期,转发数,评论数,点赞数
想去沈煜伦演唱会的苗苗,#沈煜伦##沈煜伦-情书告诉我爱你#“我希望一世能有一个如你一般的人，在我失落的时候给我鼓励，在我辉煌的时候教会我沉淀，在惜别前告诉我别哭。他说：“春秋飘黄沙，夏天大火炉，冬天吸雾霾。”他说：“没有蓝天。”,2016-11-27 08:42,,,6
閆京宇,今天更冷！还有雾霾 ,2016-11-27 08:41,,4,11
huntingbear,吃完早点去奥森溜达一圈，好久周末没起这么早了，今天雾霾也没有昨天那么严重 |北京·北京... ,2016-11-27 08:40,,5,2
蚌埠气象,今天白天到明天早晨：晴转多云，西南风转东北风小于3级转3-4级，气温14到0℃；预计28日：多云。全国天气摘要：冷空气影响京津冀等地雾霾减弱消散，台风“蝎虎”给东南华南沿海带来大风。 ,2016-11-27 08:31,2,,2
北京日报,【北风起雾霾散 天晴气爽宜出行】北风刮起来喽~霾黄色预警已解除，目前大部地区雾霾消散，能见度好转。今天白天晴，北风三四级（阵风六级左右）转二级，最高气温8℃；夜间晴，北风一二级，最低气温零下4℃。天晴气爽宜出行，祝大家有个快乐的星期天！今天风大，出门注意防风保暖哦~早安 ,2016-11-27 08:30,7,2,18
一二零一w,苏州和杭州一样雾霾也很严重天气也很冷也会一直下雨不过能够见到你们能够在一起吃火锅聊聊天真的很开心     「纪念和女朋友看的第一场电影」   「感觉提前完成了想养条狗的心愿」 |张家港·吾... ,2016-11-27 08:29,,,8
行者绿豆,#冬天去哪玩##26℃游新马# 马来西亚南部，没有雾霾，没有嘈杂的车流，除了美景，更有美食，基本国人都能适应，大多是原生态食材，能吃到食材本身的鲜香。@碧桂园_森林城市 @乐途旅游网官方微博@马来西亚旅游局 |新加坡 ,2016-11-27 08:29,2,2,
平安连云港,冷空气终究还是把雾霾吹过来了，今天港城的空气质量是重度污染，如需外出请务必做好防护措施。早安～ ,2016-11-27 08:27,7,3,11
国家应急广播,【京津冀等地雾霾逐渐减弱消散 黄岩岛附近海域有大风】27日早晨起，受冷空气影响，北京、天津、河北、河南、山东北部及东北地区中部等地的霾天气将自北向南逐渐减弱或消散。受“蝎虎”和冷空气的共同影响，27日8时至28日8时，我国东南及华南沿海将有7-8级、阵风9-10级大风。via中国天气网 ,2016-11-27 08:27,2,1,
瓜吃狸,我每次来北京都能驱走雾霾 ,2016-11-27 08:27,1,12,39
中国气象局,【冷空气影响 京津冀等地雾霾减弱消散台风“蝎虎”给东南华南沿海带来大风】27日早晨起，受冷空气影响，京津冀等地雾霾逐渐减弱消散。但黄淮南部、江淮等地仍有轻度霾，部分地区有中度霾。受“蝎虎”和冷空气的共同影响，27日08时至28日08时，我国东南及华南沿......网页链接 ,2016-11-27 08:26,2,,5
深圳项飞,我转发了《别让“耐药的雾霾”污染了理性》网页链接（分享自@喜马拉雅FM） ,2016-11-27 08:11,,,1
慧心亲敏,又是一个雾霾天，年近九十的婆婆依在窗口看着外边说:是我眼睛太花了还是怎么了，这天怎么总是这样雾蒙蒙的？怎么和以前不一样了呢。我回答说:妈  这天不是以前的天了，也老了。说完我们娘俩都笑了。 ,2016-11-27 08:04,4,12,10
天津发布,【晴，7℃/-2℃】#今日天气#本市昨天雾霾持续，但随着昨夜今晨新一股冷空气的影响，持续多日的雾霾终于要减弱消散了@天津气象 的预报显示，市区今天白天到夜间晴，北风4-5级，最高7℃，最低-2℃。@天津天气 说，雾霾消散，大气透明度较高，午间阳光充足时，可以外出晒晒太阳哦 ,2016-11-27 08:03,4,5,8
黄瑞颖Cheney,今天北京天气特别好没雾霾阳光也很漂亮你会在那阳光最近的地方看着我们吧相信你从未离开#此生挚爱乔任梁##乔任梁#  |北京·北京... ,2016-11-27 08:00,,1,2
西部网,#直播西安#【当西安日出遇到动物】虽然有淡淡的雾霾，但这样的画风是不是也很可爱呢？（via@寻找老西安 ） ,2016-11-27 08:00,2,,11
李悄,北京重度雾霾，章子怡只是想给女儿一个空气干净的环境。那些在网上说章子怡矫情的网友，你们很矫情。章子怡在其微博说 “怎么办呢？可怜的孩子们！我选择室内无数个空气净化器；室外，没选择，直接抱上飞机走人！” 。能体会到章子怡有了女儿之后，为女儿尽能力做的，和她爱女儿的心情 . ,2016-11-27 07:58,,2,14
撩妹小天王,雾霾这么大我想去看看 ,2016-11-27 07:57,,5,14
葱心水,一觉醒来，好想吃红豆冰沙，蛋黄焗南瓜和各色甜品，只是雾霾深重，懒得出去，吃半个西瓜解解馋罢了 ,2016-11-27 07:53,,2,6
郑渊洁,图1是现在的北京，雾霾己散。图2是政府机构现在发布的北京空气质量为重度污染。这是为什么?@北京发布 ,2016-11-27 07:46,28,173,92
老留学李嘉玉,卡斯特罗的功过是非曲直对错，我一丁点儿都不想知道。昨晚飞机一落地，我就想知道，为啥，这么严重的雾霾天，还有人得瑟得瑟地来北京服雾？这不是大无畏，是犯贱还是脑残啊 ,2016-11-27 07:44,5,3,3
杨秦斌56230,雾霾，离我们真的远了吗？  雾霾，相信现在的每一个中国人都不会对这个词陌生，它的陪伴让我们认识了“PM2.5”这位敌友的威力，就是这样肉眼看不到的颗粒竟肆无忌惮的侵吞着健康！  北京，每个人神圣向往的地方，雾霾天数在几年前能达到360天，同样自己现居住的城市，若干年前，是国际上 ,2016-11-27 07:37,,,3
苏渝,章子怡不忍心让女儿受雾霾之苦，直接坐飞机走人-----北京再次进入了雾霾天，不少市民都反映呼吸道非常不舒服。章子怡称遇上这种天气，家里还可以多放几个空气净化器，室外却只能戴口罩，太难受了，而且对心爱的女儿来说，小小年纪戴口罩，不利于呼吸道的发育，索性她带着娃乘坐飞机走人了。 ,2016-11-27 07:31,61,31,38
M鹿M情M,早啊，鹿欧巴，又跑去韩国了#鹿晗##鹿晗# 留在北京和我呼吸同一片雾霾多好#鹿晗愿望季# 希望鹿哥早点回来 ,2016-11-27 07:29,6,,12
天津轨道交通,#出行提示# 今日天气：多云，-2~7℃，西北风4-5级，雾霾指数106·轻度；“When we are no longer able to change a situation – we are challenged to change ourselves.”– Viktor Frankl「当我们不再能改变一个情况时，我们的挑战是改变自己。」– 维克多弗兰克 ,2016-11-27 07:20,3,,4
像花一样美儿,看了升国旗、去了故宫，让的最深刻的是北京的雾霾，纯正浓香的，吐口痰里面夹着脏东西，嗓子不舒服 |北京·亦庄 ,2016-11-27 07:06,,19,8
大连大刘的生活,#大刘户外运动健身队#根据6点CHMC和CMA的资料显示：大连地区空气质量AQI，甘井子最高185，傅家庄最低126，综合空气质量指数141。晴，西风1级，气温4度，相对湿度58%～大连地区雾霾，大刘户外运动健身队今天的例行锻炼停止，请大家选也适合自己的室内运动～ ,2016-11-27 07:03,4,2,2
河北经贸大学,#温馨提示#今天天气不错，但仍有雾霾，注意防护。 ,2016-11-27 07:03,4,12,22
气象北京,【天气实况】北风刮起来喽~~~目前大部地区雾霾已消散，能见度好转~小编已经可以看到西山啦~祝大家有个快乐的星期天~出门仍要注意防风保暖哦~ ,2016-11-27 06:57,11,18,24
请叫我小赵同学,凌晨五点半坐上了通往天津的车，听说是去滑雪。透过车窗，迎面断断续续的车灯有些闪眼睛，路上偏冷清，广告牌发出微弱的光，在有点雾霾的天气里人只能朦胧的看清路边排列整齐的光秃秃的树，再往深处可能是田野。身体待在二十几度的车里，心好像成了外面的温度，我急忙地翻出耳机，点了一首舒缓的轻音乐 ,2016-11-27 06:48,,6,1
夢想家张家柳,一个没有雾霾的清晨 我却是在去上学的路上 |北京·首都... ,2016-11-27 06:46,,,12
牟西海,在山脉和城市间游走，感受天人合一之能量。怡养身心间，回归人间，帝都雾霾笼罩。无论你正经历着什么，过得是否开心，世界不会因为你，而停下它的脚步。那些你不能释怀的人与事，总有一天会在你念念不忘之时早已遗忘。无论黑夜多么漫长，黎明始终会如期而至。正如此刻，北京您早！ ,2016-11-27 06:42,,4,9
信如尾生2016,早安 大北京 此时此刻的北京星空好美 一闪一闪亮晶晶 感恩那些不正经撩走雾霾的迷路的风 感恩新能源从事者的付出 感恩有环保意识的人们 忘记了上一次看到浩瀚星空是什么时候 似曾相识的遥远莫名其妙的感动 让原计划立冬开始就不洗脸的早晨 今天居然洗把脸 … |北京·大兴... ,2016-11-27 06:18,,,1
头条新闻,#民生#【雾霾再袭京津冀 最严禁令能否留住蓝天白云】这两天，随着寒潮影响的结束，多地气温回升，不过空气质量出现下滑。预计未来三天，京津冀地区霾天气将间歇出现。多个城市出台“最严”的空气污染防治措施抵御雾霾。|雾霾再袭京... ,2016-11-27 06:12,238,384,304
雨林中的喜鹊,买了一盆岭南绿植，昨天晚上收到后赶紧DIY装盆种植上了。看看效果不错，是自己梦幻修仙的地方，上图显摆一下。在北方漫长的寒冷冬季，雾霾锁大地，少见阳光明媚和葱郁的绿。咱为生活所困又不能实现拍屁股就走的旅行，所以这盆景浓缩了我憧憬世外桃源的美丽。每天拿着喷壶在幽谷上空布雨看彩虹，用意念 ,2016-11-27 06:08,1,36,29
狼行涛天下,11月26日 Day53！今天是星期六，宝爸一早参加完大扫除，就回家啦。今早的天气有些雾霾，外面的人还真不少，天气冷，趁着周六，在家我们热腾腾的吃了顿涮羊肉，下午树姥姥来送加湿器，过来陪宝宝玩了会。今天的小宝，穿上了他的疝气带，麻麻说早上起来的时候，宝宝的疝气好些，没有往下掉，所以就赶紧给 ,2016-11-27 06:02,1,4,1
BeijingHour,【北方多城市再次雾霾笼罩 监测“爆表” 预警迟迟不启动】Several cities in north China were criticized Saturday for lazy environmental protection efforts in response to severe air pollution.Inspection teams from the Ministry of Environmental Protection were sent to the provinces o ,2016-11-27 02:20,3,3,4
晴书时光,所有的阴影和雾霾都会从我们身边经过，所以，惟愿你坚忍，在活着的未知又无常的每一天，可以尽量看见信仰，看见美，看见温暖，看见爱。 ,2016-11-27 02:16,4,,11
M子凌,#萌宠# 出门——溜达玩闹——回家后怕你吸太多雾霾早点回家怪我喽 |北京·朝阳... ,2016-11-27 02:04,,4,4
平凡d格调,11.26周六中午做煎包，……看电视剧伏击……下午健身操，……晚雾霾严重……bo休息……柚子昨天上午九点多高铁，下午四点多到cs，晚忙于布置会场……今天又忙一天，晚上累了，有留言给额……明天电联问候吧…… ,2016-11-27 01:57,2,,1
Willamett,昨晚走在金融街，感觉去年那些晚上出来遛弯儿就像是发生在上个月一样。不长的时间，见了很多人，不在乎大晚上从北五环跑到南三环，也没觉得每天深夜回去在零下几度穿一条单裤路边等车有多狼狈，心中的暖意抵御结冰的死水和渐起的雾霾。明白保持交流的可贵。 ,2016-11-27 01:55,,,2
懒窝的狗狗,要沟通的很多，没忍住，说了也就十分之一，哎，很多实用的干货都没说呢。所以说嘛，一直不喜欢用PPT，就喜欢没有任何限制地畅谈。这两天嘴起泡，再加上雾霾的长沙没有暖气，我那房间空调开到30度还是不太管用，洗澡、睡觉都冷，感冒了。 ,2016-11-27 01:17,4,1,4
穆穆木木木Mu,快被北京的雾霾毒死了  |北京·益百... ,2016-11-26 23:31,,8,4
Hope酱_,希望明天天气晴朗没有雾霾一觉起来感冒也好人生的路要寄几走啊时光相册可以去掉水印就好了 ,2016-11-26 23:31,3,4,3
大写的vicen,#vicen马要毕业#[003]安安静静的，一切都很好。愿狠狠努力的人终能得到回报。世界上有太多种生活方式，选择一种我们自己觉得舒服，有意义的就好。雾霾天，还是少出去的好碎碎念完了，睡觉晚安 ,2016-11-26 23:30,,6,5
邢凯先生,【章子怡不忍心让女儿受雾霾之苦 索性坐飞机走人】章子怡发文称：北京又是重度雾霾，大人有口罩，可没有谁家的孩子愿意带口罩，憋得慌、喘不过气儿，本能的抗拒。不少网友表示深有同感，称也是被雾霾天气折磨得要命，也有很多人羡慕章子怡能有说走就走的勇气。（ @凤凰网娱乐） |章子怡不忍... ,2016-11-26 23:30,1,1,3
我叫山雞赵山河,班长组织的班级活动参观国家博物馆复兴之路，一不小心见到了毛爷爷，好激动啊。下午顺便参观了北大红楼，新文化运动的重要据点，与上午的国博复兴之路的主题无缝对接，妙哉妙哉！前往景山公园的路上见到了故宫的角楼，登山景山赏故宫全景，可今天的雾霾实在是太给力了，完全没有一丝美感。最后崇祯皇帝 ,2016-11-26 23:29,,2,2
蜡笔小新爱漂亮大姐姐,别让自己的人生陷入雾霾，别让自己的生活出现空白。这期节目懒得发很多字的文案了，感兴趣的直接听吧，嗯，就这样，晚安 网页链接 ,2016-11-26 23:25,,,3
一只特立独行的外星人,时别九日，西安终于没有了雾霾，地上的雪差不多也消失了，我又开始踏上了跑道，熟悉的感觉，听着咕咚里面机械女声说出“您已跑3 公里，用时……”还是一阵激动，虽然配速比上次只快了1s，但还是很高兴的 |西安·西北... ,2016-11-26 23:23,,2,1
迷你逗比倩,今天买了VSCO的全套滤镜 就花了几块钱可是并没有照片可以发 今天戴美瞳 右眼超级难受 自从上次看了雾霾天戴美瞳会生病 疑心重重呀明天终于可以过一个不用早起的周末 ,2016-11-26 23:22,2,2,4
Seraph_八月,一下午飞机就被大帝都的雾霾惊呆。后海结冰啦！晚上的后海有很多好看的男歌手，以及辣眼睛的钢管舞花旗杯奖项出来了，全国优胜奖，已经很知足。最后，希望明天加油!晚安小天使们。 ,2016-11-26 23:21,3,,17
三妹1567,盗姗姗的图～一起吸雾霾去小聚，最可怕的就是回来的那个车站了～竟然一样的图标～～@吼吼仙女姗 @董淼呀 @森夏恩影 |北京·海淀... ,2016-11-26 23:19,,4,3
尐吖頭_惢惢,祝鸭鸭11周岁生日快乐！为了这九张图折腾了这一天啊，虽然今天北京雾霾很严重，但是看到成片的我还是超级开心哒～每年一到你的生日我觉得还是给你拍组照片来的实在。今年是我的本命年，又是猴鸭鸭，所以我觉得特别的有意义，所以更要在有意义的地方去给你拍照。对我来说，这么 ,2016-11-26 23:19,2,8,5
鄧_智仁,雾霾和腰疼本人 ,2016-11-26 23:18,2,2,8
Suntea啊,今天做了工作人员 学长还请吃饭了哈哈哈晚上去一方看电影 回来的时候依旧是走回来今天雾霾很重 不带口罩结果口鼻和胸肺都难受敞着羽绒服 手里拿着半瓶矿泉水还晃晃悠悠走路的我真像一个寂寞的中年老男人不知道为什么明明身边有人,2016-11-26 23:17,,1,8
人猴飞,10点起床去参加婚礼 本来打算带儿子去 但是雾霾太严重 儿子昨晚又有点低烧 决定弃他而去婚礼完事临时定了和老公去办事儿 然后到家就晚上七点半了 超级想儿子今天说好陪儿子都没怎么陪现在一起躺着听火火兔讲故事快睡着了 ,2016-11-26 23:14,2,,
一个徐悦,hhh感受到了首都的雾霾小松鼠最帅!早、中、晚饭（给你一个眼神自己体会） ,2016-11-26 23:14,,8,9
曾小鑫真的好好呢,雪后晴天，去除雾霾的学校，也挺美的呢。@西安石油大学学通社 @西安石油大学微博协会 |西安·西安... ,2016-11-26 23:13,1,4,11
Sweetywang2211,在积郁已久的雾霾中看见了光亮。感恩生命里的贵人，我想用一种传承的方式回报。 ,2016-11-26 23:12,5,,2
在下古浪,出未来大厦沿着纬四路东行三百米左右，有条小河叫金水河，单子做的不好的时候，我常常去河边踟蹰，郑州冬日里雾霾太大，朦胧之中，雪落水面，寂静安然，上下一白，雾凇沆砀……若我顺流而下，进汉水，入长江，漂到武昌中华路码头上岸，穿过户部巷，走过司门口，顺着友谊大道再回沙湖，这季节，武汉，该 ,2016-11-26 23:09,8,30,30
酗酒的猫奴,这几天被满朋友圈的海浪和太阳刷了屏…最远的在埃及或者毛里求斯，中间的在日本和韩国，最近的也在大理和泸沽湖…而我只有叫糖姐给我来杯黑朗姆mojito 吸着雾霾假装在古巴算了 |成都·弥途... ,2016-11-26 23:09,,,1
一只阳光的饼,昨儿个熬夜到两点才把事情做完，今天老友在人大相聚，难得放纵一下。好久不来颐和园了，颐和园还是很美的，但是如果今天没有雾霾，湖面的冰结的能更结实一点，那就更美了！记得去年这时候我给好多师兄师姐发祝福、加油助威，时间真快。今天的我也收到了很多祝福，虽然我明天不考，但还是真心感谢 ,2016-11-26 23:07,,5,7
小女子多多,见仁见智 其捋顺契合了自己的想法 当匆匆穿行在京城二三环间端庄典雅的建筑 路过沉静的雍和宫 坐在京兆尹雅致的食舍 想想这城市虽说塞车 雾霾 高房价 可你否认不了她于格局文化间散发出的魅力 这城市之间的差距昭然 皇城根儿让多少人欲罢不能 北漂无悔 |找个会花钱... ,2016-11-26 23:02,,2,1
Radio_stefanie,北京的雾霾到晚上也没有散去，在桥上看那些车仍然在狂奔，在郭德纲经常演出的北展听了金玟岐和阿肆，金玟岐的live功力没话说，阿肆的歌我基本没听清，在剧场里好像真的不像她在户外那样自如。金玟岐的这些歌估计要循环好久了。。 ,2016-11-26 23:00,,4,9
JiNg_xl,雾霾天和炸鸡最配  ,2016-11-26 22:59,,2,11
艾个个个,“和我在成都的街头走一走，直到所有的灯都熄灭了也不停留” 循环听《成都》到不能自拔，代入感强的。想起了前年学实验艺术的时候，晚上有北京冬天的雾霾，把街灯变得昏黄又朦胧。灯泡周围，一整片空气都会亮起来，再往四周去才变暗。冬天的空气吸进去是凉的，有霾却感觉很清新。图片来自网络。 ,2016-11-26 22:58,1,7,2
周防樽Alter_偏激型火炮,以前从没那么真切的体会到雾霾对于自己生命的威胁，或者说是根本没深想过。直到今天我扯着早饭，缓慢的走向教学楼的时候，我看到手抓饼里的煎鸡蛋上似有似无的落了一点灰白的东西，远处如翻不过的高墙般的重重楼影甚至也失却了，轮廓葬身在烟霾之中。死神的怀抱真jb温暖，我深吸一口气，不过还是得走。 ,2016-11-26 22:57,2,2,2
临汾热点,#临汾身边事#生活在临汾，雾霾围城，呼吸着浓重而呛人的空气，我们有牢骚，有吐槽。但是，当这些情绪宣泄之后，我们又该如何？作为城市的一员，个人之力虽显微末，众人却可产生洪荒之力。因此，污染环境之事，勿以恶小而为之；除霾治污之事，则勿以善小而不为。在此，@临汾热点 倡议： ,2016-11-26 22:55,1,7,9
点解咁都得,大董烤鸭，服务一流，周围不是老外就是香港人，台湾人，香港人还讨论北京雾霾好大呢，哈哈，不过这里烤鸭口味好正，看来以前烤鸭都白吃了，吃完饭和导师在希尔顿酒店打牌，明天就要回去了，舍不得 |北京·王府... ,2016-11-26 22:53,,,3
气象北京,【天气实况】佛爷顶已经起风了~小伙伴们别着急，赶快休息吧~明天一早雾霾消散，可以开心的玩耍啦~晚安~ ,2016-11-26 22:50,12,21,21
老中医健康养生堂,秋冬，空气干燥、雾霾频发，不少人感觉咽喉肿痛、口干舌燥，进而引起咳嗽。但不少人要么认为止咳不吃药，忍忍就好，要么觉得咳嗽是炎症，得吃消炎药……止咳8大误区，戳图了解↓↓转起提醒！ ,2016-11-26 22:45,56,5,17
胡舒立,【雾霾中“耐药基因”无关致病性 研究者称无需恐慌】研究只表明北京雾霾的空气里存在抗药基因，并不表明携带这些抗药基因的细菌同时能够致病。人们不会因为细菌耐药就得病。只是说...|雾霾中“耐...（来自财新网客户端） ,2016-11-26 22:41,35,34,28
M香橙布丁鹿33M,#鹿晗#  鹿哥你真是棒棒的...一个月飞了两趟韩国...嗯 有进步我就是看完直播吃个饭的功夫...你就粗线在机场...不过北京最近天气确实不好 去避避雾霾 今日最喜欢的一张...另外...我终于get到同款眉型了...我眉毛不修就是酱紫的...当然最近也是酱紫的... ,2016-11-26 22:40,5,14,13
隔壁王叔叔要养只柯基,吃了一星期素在今天把该长的肉全吃回来了在我双十一剩的那点钱能坚持到的最后一天我爸我妈就来了北京早上吃到的咸豆腐脑油条令人泣不成声跟我妈逛了北大和颐和园惊艳的的是雾霾天颐和园的湖,2016-11-26 22:36,3,8,9
_林胥无月_,#彩墨试色##手写#「如果冬天可以冻住时间，我情愿不再遇到春天。」彩墨：鲶鱼森林绿文素：p1涤尘赋p2多幸运,2016-11-26 22:35,2,6,6
对杯,一个人从沧州来到北京 一个人去吃饭 一个人去看演唱会 一个人在路边吸雾霾 总要经历些孤独的日子 才会成长 晚安 |北京·北展... ,2016-11-26 22:28,,17,82
王乐singer,每次坐在大哥家的沙发上都会不知不觉睡着。好像终于找到了一个安静的地方，可以放心的闭上眼睛。傍晚的沈阳被雾霾遮住了脸，我看不清它，也看不清我。商区的临街店铺不知不觉就会新开一家，总是会看起来那么温馨。深夜的苹果店已经没有喧闹的人群，工作人员看似疲倦的打扫着。我好像突然想到了 ,2016-11-26 22:25,,,1
浩正刘臻,以前听梁静茹的“会呼吸的痛”一直不太懂这歌名什么意思，现在明白了，就是在北京的雾霾里呼吸会很痛苦的意思。 ,2016-11-26 22:20,41,11,85
芳菲小猪919,大清早一睁眼，满眼都是本市对抗雾霾汽车单双号限行。对于这个半夜鸡叫、没有公章的紫色标题的告市民书，引来的是种种诟病，人们一天都在讨论政府这个唐突、随意之举。中午十二点出门，空气还是比较好的，看来，限行还是起到了效果的，短短12个钟头，雾霾一扫而光！ ,2016-11-26 22:15,,,1
DJ张景植,今早估计属于中度雾霾，但潘家园火爆不减 ,2016-11-26 22:14,1,,3
中舞,11.26雾霾重度，下午游泳1.15小时，25oo米！ ,2016-11-26 22:11,5,,
丁美男,下午还在阴雨绵绵的南方小镇里多愁善感 晚上就回归了大雪纷飞的北方城市幸福感爆棚 闻着空气里混杂的雾霾和熟悉的泥土味道 我果然还是一个适合四季分明的北方姑娘。 ,2016-11-26 22:11,,9,3
幼聞仙語的BOY很有愛,疯了……黄家湖的妖风肆虐，雾霾天还在夜跑，今天第一次戴口罩跑步，感觉我的洪荒之力被束缚了，戴口罩跑得更快就是有点不透气，不自在。冬天到了，人也冷静了。好想回家看看大大家蜂蜜存了多少桶，好想吃手工的大麦板糖，妈妈生日快到了，估计寄的坚果也快到了吧，祝妈妈生日快乐。晚安， ,2016-11-26 22:10,,1,2
馬马了個个雨辰,在雾霾天打球，在北京吃南京大牌档？？？？？？？？？？？？？ ,2016-11-26 22:05,,3,6
-情忆草原-,健康的基础需要好的水和空气，现在很多家庭都买桶装水了（水质的不好和管道的的问题），空气污染雾霾的严重只能傻逼无奈了。 ,2016-11-26 22:02,2,6,3
琪姨,感受下雾霾 |邢台·七拾... ,2016-11-26 21:59,,7,10
张向东,面对雾霾，我们无处可逃，于是颓丧着脸，一次次戴上口罩。（图片为1938年的伦敦） ,2016-11-26 21:57,8,6,31
xzhong_z,雾霾天 / 屯里闲逛 ,2016-11-26 21:52,12,2,8
连小歌要变成高效姐,本来带着laptop想给我弟教教怎么做ppt，结果老师直接说要去调研，下午冒着雾霾暴走意风区，回来到教室里吗接着做ppt，累的这会儿瘫在沙发上一脸生无可恋 ,2016-11-26 21:51,2,,2
一芥老百姓,#张家口热门话题#北京雾霾章子怡直接把女儿“抱上飞机走人“被骂矫情在嫁给汪峰，生下女儿醒醒之后，章子怡真的是母爱爆棚。今日，北京出现了重度雾霾的情况，章子怡在微博发言：北京又是重度雾霾，大人有口罩可没有谁家的孩子愿意带口罩，憋得慌、喘不过气儿，本能的抗拒。而且新闻里说，不要长时间 ,2016-11-26 21:50,4,7,57
sdviket,湿冷的顺峰公园，遇到的人不足50人。由于感冒发烧咳嗽雾霾，十一月到今天止只完成了38公里，但总算完成了Nike+run club的第一个1000公里。 ,2016-11-26 21:44,,3,1
小宁莎的秘密花园,#刺猬体验##遇见另一种生活# DAY2:北京雾霾天，照片所拍不是手抖也不是手机像素不高。虽然眼所见都是雾霾，但至少内心仍需要保持洁净是吧@刺猬实习 ,2016-11-26 21:43,,4,2
柳絮在哪里,终于赶回来吸雾霾了，关上所有闹钟，手机静音，我要安心过周末。 |北京·鼓楼... ,2016-11-26 21:42,,,3
-WINCHAO,《我才是路 榜样》 @-WINCHAO 我现在奔驰路压马路美哉雪白的雾没在吉林喝到吐没在北京雾霾里消沉blue,2016-11-26 21:40,,3,2
风光摄影师,【#紫禁城角楼#】#紫禁城角楼#长这么大就特意早起过两次来拍角楼，一次赶上大雾霾，一次赶上大大的雾霾，天气预报并不是那么可信TOT，北京的天气也是病入膏肓，这样的北京，让我如何爱你？  #图虫摄影师# lqqqqq 网页链接 ,2016-11-26 21:40,4,7,26
阿施9470吹,#黄其淋##黄其淋0106生日快乐#今天太累了工作也有失误但是真实地觉得,2016-11-26 21:39,,14,7
安徽死胖子,章子怡们的可怕，发微博说北京雾霾，家里开满空气净化器，外面没有，飞机场都不出直接走人。如果她说减少雾霾从她做起，我还佩服她，她可以倡导大家少开车节约用电。但是，雾霾很大原因不是车辆尾气和煤电厂排气吗，章子怡女儿生在美国拿美国护照，想在北京开满净化器就开，想开车就开，不想开就走。没 ,2016-11-26 21:39,7,74,4
ad-hoc孙貂貂,雾霾阿那个飘~ ,2016-11-26 21:38,11,,7
国家应急广播,#晚安急急侠#周末过去了一半，明天雾霾会有所减弱，但天气还是很冷，大家出门时要做好防范准备哦！ ,2016-11-26 21:26,3,5,6
齐志蓬_,长这么大第一次吃火锅剩下了虾滑，推荐给我的这家火锅店还售卖烧烤，肉质很好味道很正。店家太任性，服务方面只能说当没看见，餐桌和餐桌之间的距离太近，我说话用力点唾沫星子都能飞到别人锅里去。基本上全程听不见对面说的是什么，很吵。/最后给你们分享一下北京的雾霾天。 ,2016-11-26 21:24,4,,3
北京farmer,定时定点的雾霾追踪，推动绿色出行，科学生产生活。11月26日，周6，多云基本无风，空气质量继续变差，全天雾霾严重，为重度雾霾，建议大家不要单独驾车出行，最好公交或者自行车出行，同时建议政府做好自行车道规划，将自行车到上停放车辆请走 ，特别借助高清摄像打击盗车贼，为绿色出行提供保障，建议 ,2016-11-26 21:24,2,,1
核武老人魏世杰,雾霾对人体肯定是有害的，致病也是肯定的，否则就不必治理了。 ,2016-11-26 21:23,4,2,11
孙与欣,吸了一天的雾霾我也活不了多久了.... ,2016-11-26 21:17,8,,14
carolsunflower,吃完这顿海鲜大餐，明天就要返程了。鱼儿很忧伤的跟我说，妈妈，我不想回那个家，那个家要穿很厚的衣服。不止是你，我也不想回去。回去需要面对难搞的人类，完不成的任务，无尽的压力想想就觉得头大头大头大，哦，还有雾霾雾霾雾霾。！ ,2016-11-26 21:16,4,,2
月半美人艺,极致三傻的西安日常(峥哥提前为我和狗儿定了标间)1.我和狗儿：你为什么不定大床房峥哥：我应该给你们订情趣酒店(回去的路上)2.我和狗儿觉得要融入当地生活，于是和那些阿姨一起跳了广场舞峥哥:...,2016-11-26 21:12,,12,7
电子竞技杂志喵喵酱,吃饱啦~已经把他们平安送回酒店。其实上一条雾霾照只是我没对上焦……野哥给你们，我回去睡觉辣 ,2016-11-26 21:09,420,124,288
雩霏霏,#霏常视角##每一次夕阳#2016.11.26今年第331次日落，晴，有超重度雾霾，又是不能出门的一个周末，难过。北京明天晴，-5- 7度。今日的日出让我赶到一丝熟悉，想了想，原来是与144年前莫奈的《日出印象》神相似。。。 ,2016-11-26 21:08,3,,3
站在樹梢上的芽,今天外面的空氣 讓我想起那次去太原 離開高鐵 上了遊覽車去往飯店的路上 差點想奪車而出 那燒煤的嗆味幾乎令我不能呼吸聽說隔壁小區的供暖無法達標 猜測很多人在屋裡燒煤 我們散步到附近時 就像那時在太原的味道 再加上霧霾已經幾天不散了 連呼吸都不能 真有一種絕望的感覺 ,2016-11-26 21:07,2,7,1
bigbigsir王,阳光大好的，没有雾霾，还可以在球场奔跑。果然肌肉再没有疼。有风，有书，有故事 好像从一本书上找回了从前喜欢一个人路过的原因 |新郑市 ,2016-11-26 21:06,,,6
我是喵小姐mm,雾霾中也要发现美 ,2016-11-26 21:05,,4,4
L的私语,记一个来北京匆匆约见创业客户的周末。亲眼目睹一路走来创业艰辛。北京的雾霾天，北五环的城乡结合部，对北京依然各种爱不起来。上海，我想回上海。 ,2016-11-26 20:59,,4,1
Peipei_Jia,我现在因为雾霾已经出现嗓子疼头疼恶心昏昏沉沉食欲不振的状况了，感觉戴防霾口罩都不管用了，还是得多喝热水。这样的日子什么时候才到头啊… ,2016-11-26 20:47,,,1
