博主,博文,日期,转发数,评论数,点赞数
Leilani_西西西酱,蓝天，白云，清新的空气没有雾霾，爹妈们开心，有人挂记。足矣！比心心。ps.不要问我夜华什么鬼，夜华君就是我完美恋人的代称。 |昆明 ,2017-03-13 17:43,,3,4
斑斓的眼神,@范旭：凡是涉及到民生的事，无论是雾霾、污染、教育、医疗，你永远看不到所谓的爱国者上街。但只要是抵制外国，一个个就打了鸡血。爱国之前就已有精明计算，知道政府允许什么，哪种表演没有危险。这类所谓的爱国者，在日本叫做法西斯，在德国叫做纳粹，在毛时代叫做红卫兵，在大清朝叫做义和团。 ,2017-03-13 17:35,5,1,3
埇桥发布,#街道社区#【 告别雾霾 从一棵树做起】3月11日，埇桥街道东仙桥社区联合大润发超市和肯德基组织开展了 “小手拉大手 植树护绿齐动手”主题活动。活动当日，在高新经济开发区的新建绿植区，东仙桥社区计生协志愿者与百名家长、百名儿童们一起植树。挖坑、栽树、填土、浇水，孩子们和父母一起亲手 ,2017-03-13 17:30,1,4,5
杨剑鑫,黑色系的大涨带动其它板块及诸多品种有企稳迹象。盘后看了一下网上的氛围，周末所有的空头雾霾一扫而光，随之而来的立马是一百八十度的对商品大牛的憧憬。期市的气候就是这么奇妙！还是坚持做一个跟班小弟，老大们在前面冲吧，小弟殿后，你们吃肉，我喝点素汤就可以了！ ,2017-03-13 17:28,8,8,11
三百门渔夫的微博,中科院院士真牛B，你不佩服到十体投地，猛吸几口雾霾真的不行。中科院院士、兰州大学副校长陈发虎：雾霾间接减少水污染，治霾将破坏整个黄土高原地区的水生态系统。 ,2017-03-13 17:22,2,5,
郑州公交四公司官微,#郑州公交# 【郑州公交“植树进车厢”，倡导绿色出行】一年一度的植树节迎着三月春风来了，万物复苏，草长莺鸣。为让雾霾天减少，使郑州天更蓝，郑州公交四公司108路公交车长尚建科身穿“植树”主题服饰，在车厢内积极向乘客宣传植树造林在生态中的作用，希望人人都能为环境保护贡献一份自己的力量， ,2017-03-13 17:19,2,,
超级无敌冉妹妹,突然想吸两口西安的雾霾 |昆明·昆明... ,2017-03-13 17:18,,12,6
苏莱曼昵,在网络里，有这样一群人，他们的付出不是为了金钱和利益，只是为了一种信仰……这种信仰是能让下一代人能够生活在一个没有压迫，没有特权，没有谎言，没有雾霾，没有毒食品，没有过期药品，相对安全的社会环境里，能让下一代人生活在一个相互尊重、自由、保护人权的愉悦公平的制度里，他们敢站出来说 ,2017-03-13 17:11,9,2,9
_春启哎呀i,空气十分清新，终于远离点雾霾了 |铜仁·玉屏... ,2017-03-13 17:05,,,5
培正天空,离开了培正，没有了雾霾，没有了湿气，没有了病毒……一切都很好……（四柱五行八卦） ,2017-03-13 17:00,,,9
ladymoor,除了堵、雾霾、生活成本高，逛逛北京的老胡同，吃吃北京的烤鸭，对一个外乡人，这是首都的魅力。 ,2017-03-13 16:58,,,4
谢绝国内医疗中介合作,下雨天推窗一看没雾霾了，前天可是雾霾环绕啊。昨天跑浦东，东方路老破小又涨了，当年可是十万元一套还送上海户口啊，听家属说浦东大道上行人打了交警，没想到由打医生发展到打警察了。傍晚回到静安与@马正阳叨叨叨 吃晚饭再喝茶，宜家送的茶杯虽难看但保温性能好，直到晚上九点水还是温的，对了我们还 ,2017-03-13 16:57,1,6,1
咸咸哟-,我要死的一天啊。。。走死我的一个上午。。拖拖拉拉的最后给老师赶上前面带队。。。最后还是跟不上老师。。。炎热荒土雾霾的中午真是牛逼了。。走到校门口都要滴滴回宿舍。。看来学校真的很大。。厉害了。。 ,2017-03-13 16:52,,,1
催枪问谁,周一，从早上到午后，天气好的不像话！路上的车辆不减少，冬季供暖没结束，一切官方说造成雾霾的因素都依然存在。但是，这个城市在开两会，代表们眼中所见，没有雾霾。希望会议结束依然能有这样的蓝天。 |北京·巨匠 ,2017-03-13 16:42,,,
_素处以默_,今天在家。上午做点家务，把三个人的长短羽绒衣全部洗干净，大衣都整理好准备送去干洗…天说暖就暖，中午回爸妈家的路上看见二环沿路山桃花可用盛放来形容，嫩绿柳丝亦在风中轻扬。天极蓝，没有雾霾。下午安心喝茶看了三几集东京女子图鉴。 ,2017-03-13 16:40,,16,18
战术狂郑三炮,闹两会也有好处：那就是就是天蓝了，雾霾散了。更重要的是告诉我们，雾霾真是人能控制的。 ,2017-03-13 16:36,1,1,12
天津股侠,真暖和，春暖花开了，也没有雾霾了心情大好 ,2017-03-13 16:28,8,176,1221
让空气回归洁净,两会蓝即将结束，雾霾君随之杀入，伊禾木国际双语幼儿园的小朋友却享受最洁净的空气！ ,2017-03-13 16:27,,,
计算机世界,【研究发现中国雾霾污染了美国！这算是大赢家吗？】《大气化学和物理学》杂志上刊登了一项新研究，研究发现，亚洲的人为排放量的增加是美国西部大气臭氧含量上升的主要原因。简单地说，亚洲国家释放的空气污染穿越太平洋到达美国西海岸，导致美国污染水平上升。 ,2017-03-13 16:18,9,20,31
中国新闻网,#2017两会来了#【两会飞花令：室内污染是室外两三倍？听马未都和专家谈环保】"雾霾治理是漫长过程;且治理了也并非万事大吉;土地污染、水污染同样严重";更可怕的是"室内污染是室外两三倍;也不能忽视！"政府企业如何做？怎样全民动员？听学者@马未都 和@水性科天 专家李维虎谈环保。中国新闻网... ,2017-03-13 16:10,87,45,121
荔小笨,收盘了，今天早上下大雪，下午小了许多，工作之余荔哥也出来种几棵树。愿今年冬天不见雾霾，虽然不可能，也是个心愿。 ,2017-03-13 15:47,,,1
摄影师金旭,雾霾的感觉就是，自己的眼睛输出log格式，并且大脑视觉中枢还不给后期优化给乌鲁木齐点饱和度好吗#乌鲁木齐# #雾霾来袭# ,2017-03-13 15:40,,1,2
遠某人_,雾霾再见 ,2017-03-13 15:19,,,8
hello张荣娟,想吃甜食但不想发胖 想谈恋爱但不想结婚 喜欢大城市但不喜欢雾霾 喜欢熬夜但不喜欢第二天起不来 并称人生四大难题 |北京·首都... ,2017-03-13 15:18,,1,5
天津有线,#有线·推荐#昨日春光明媚，碧空如洗，天高云淡。马路上的#共享单车#出现了供不应求的局面。或许是灾难片中的场景警醒了人们，或许是雾霾的危害让人胆颤，环保节能的出行方式——共享单车受到了越来越多人们的青睐。若是不爱护环境，地球将会面临怎样的未来呢？更多精彩尽在【天天影院】！ ,2017-03-13 15:14,3,3,2
一周综艺集锦,#向往的生活#未播花絮：说好的聊雾霾呢？黄磊神转折回忆与孙莉一起看流星 秒拍视频 . ,2017-03-13 14:59,1,,5
Yyyy趙,洗脸是最开心的事#洗洗脸儿漱漱口##抵御雾霾，从洗脸开始##今天心情好好~# |大连·大连... ,2017-03-13 14:48,,,1
嘉毅同学,无滤镜下的北京！#没有雾霾的北京##北京##摄影# |北京·国贸... ,2017-03-13 14:46,,,1
写字李华良,北京的晚上，空气很好，没有雾霾，天上的星星特别多，小区里遛狗散步的人也多，西南方天穹，一颗明亮的星闪烁着，三个小伙在边走边聊：这颗星星这么亮，一等星。另一个说，是牛朗星吧，没错。第三个斩钉截铁地说：扯吧，金星！我平时就研究这个的。三个人边走边争论，多么值得纪念的少年时光啊。我边走 ,2017-03-13 14:45,1,1,1
江三棒,霧霾戒指在那裡買？ ,2017-03-13 14:37,,6,4
Monsieur谢,不明白为什么有的国人非要抵制韩国，抵制美国或者恨日本呢，有的人给我们制造雾霾，高房价高物价等N座大山压着我们，我们吃着毒食物，他们还贪着我们纳税人的钱。那些国人为什么不去恨他们呢，非要抵制列强。答案只有一个，抵制列强没危险，恨他们有危险！ ,2017-03-13 14:18,,,5
宣讲家网站,【雾霾：热话题背后的冷思考】雾霾对人类健康的影响很大，如何加大科普宣传，进一步提高公众环境意识的同时，引导大家正确、科学地看待雾霾治理的问题。改善大气环境，人人都有一份责任与义务。经过长期不懈的努力，定能使得我们的环境更美好。#H5理论秀#网页链接 ,2017-03-13 14:18,,,
18只的CEO,不是我吹牛，来个南京，你有什么事，给我打电话。 基本没什么用。但是，如果你说：我要买演唱会门票，买周边 ！妥了。我们的故事就开始了......风里雨里雾霾里……12小时等着你……,2017-03-13 14:08,,2,15
不如吃麦,天色这么好，升温这么迅速也没有起雾霾去年十月几个朋友去海南买房，回来说不着急买，多的是，等等看，没准还降价呢。春节的时候另一拨儿朋友去海南回来说不但买不着，还涨价了开年的大雾霾一把推高了海南的房价。 ,2017-03-13 14:04,,1,
开挂的大神,雾天野外迷路了咋办？牛人教你自制一个雾天信号喇叭。同样适合于雾霾啊！ 秒拍视频 . ,2017-03-13 14:00,,1,4
都市暴走徒,#搞笑幽默# 这位大妈，雾霾对你有什么影响？秒拍视频 ,2017-03-13 13:52,1,1,6
专惹小河马,雾霾笼罩的初春，小区里一个微胖的男人拉着风筝卖力的奔跑在楼房之间，可惜风筝像时钟秒针一样画着圈圈，并不高高飞起。他的女儿目不转睛的看着风筝，一步不离的追在后面。当有一天你突然发现爸爸并不是无所不能，你会失望吗？我还没遇到这一天。我真的有一个无所不能的爸爸。 ,2017-03-13 13:49,,3,
越来越好-越好越来,屋内有暖气暖融融  室外没雾霾春光明媚，好日子！  今天听课一天。国际形势及周边关系…… ,2017-03-13 13:45,,,2
啸男孩,北京的天从来都很讲政治，终于让雾霾始终不能成为两会热点话题。 |北京·中国... ,2017-03-13 13:33,,,3
阿曼佳呀,|爱以这样的... #钟汉良#很久不见，很想念。但是我们知道他一定在某个地方储备能量，他需要时间空间对纷繁复杂的各种状况进行沉淀和酝酿。无论外面是雾霾漫天还是风雨交加，但是他出现时总是和煦温暖，清风拂面，这是他的能力，也是他的努力。因此，只要耐心等待就好，爱是一种态度，也需要智慧 ,2017-03-13 13:27,15,16,164
中国能源报,【雾霾严重，有代表建议在京津冀区域发展核电】业内一直呼吁，核电是安全的，对环境是没有什么影响，对核电站要有更多认识和了解，但日本福岛核电站泄露事故阴影犹在，公众拥抱核电站并不容易。前段时间，仅在朋友圈盛传的“河南四市要建核电站”谣言，网上舆论就已是一片反对声。而在今年两会上有代 ,2017-03-13 13:17,2,4,
静娅_,晴时雾霾雨时寒，春天不知不觉中划过。想来建校时学校也是花了大价钱绿化，引进的樱花却像米粒儿一样细碎 ,2017-03-13 12:57,1,7,3
整合赢天下,柴静为了雾霾，自费拍纪录片，崔永元为了证明转基因产品的危害，自费去美国拍摄纪录片。小崔的父母都是正儿八经的军人，所以打小开始，崔永元就很正派、就很规矩。为这些主播点赞吧 ,2017-03-13 12:48,2,5,23
辛酸皮皮相,总有段时间不想开口。喜悦的，赞同或反对，难过的，通通保持缄默。毫无起伏的眼色像是雾霾模糊，什么也看不清。没有感情流动，偶尔感到丧气，想着：我到底失去了什么？疲惫，为什么总不能打起精神起来生活？着实的萎靡。但是在人前还是得端出正常的沉稳模样，人后又痴又呆像只奶猫。疑惑的问题很多， ,2017-03-13 12:29,,3,1
Qi小主,太原的父老乡亲真是辛苦了，一年四季都生活在雾霾里。 ,2017-03-13 12:06,,3,3
M善作善成,#申论技能#滴～打卡，交作业@公考王建伟老师 微评：入冬以来，各地频频拉响的雾霾预警，使大气污染问题又一次进入公众的视野。大气污染防治工作，需要人人参与，谁也无法置身事外、冷眼旁观。近来，我们不难在网络上看到或是听到一些盲目批评、悲观主义的环保言论，他们不仅没有献计献策、身体力行， ,2017-03-13 11:59,,,1
城镇化策划师罗华,遥望明朝，在山山水水里游玩，污染不大，雾霾很少，真心不错呢，就是没有互联网，玩不了微信，,2017-03-13 11:52,,,1
钱红波0706,昨天推荐了徐慰慈老先生的《城市交通规划论》很受大家欢迎，今天我推荐徐老师的学生黄肇义师兄的面向生态城市的交通规划指南，在今天雾霾横行的当下，很佩服徐先生的高瞻远瞩，在上个世纪就在开始思考生态城市的问题！ |上海·上海... ,2017-03-13 11:51,1,2,1
渐行渐远的熊天默,传说中的雾霾？？ ,2017-03-13 11:46,,3,5
奏耐天津,@张爷爱踢球：沉淀了一晚上的雾霾。 ,2017-03-13 11:45,1,5,16
Jocelyn0911,北方无知以为这个叫雾霾 没想到人家有个要成仙的名字叫回南天 实验终于还剩最后一次了 很久不见太阳 整个人都阴郁起来 感觉都对不起贵贵的防晒 昨晚的不开心终于还是在好基友的安慰中平静下来 希望大太阳快快出来 让心情明媚一点 ,2017-03-13 11:34,,,1
红歌会网,【邋遢道人：雾霾起时想起邓英淘】他是最早投入中国改革和发展研究的学者，也曾极力推荐过我们今天走的发展道路。但早在1990年前后他就注意到这条道路会面临的问题，认为是一条难以持续的发展道路，只能实现“少数人的现代化”。在他的推理中，今天的雾霾甚至更严重的问题是我们选择西方发展道路的必然 ,2017-03-13 11:29,14,10,10
李林演员,这两日的北京，白日天空如洗 晚来明月皎皎，如此良辰美景奈何天让我心动不已；但最动容我的还是楼上的电钻声和楼下的小盆友们的叽叽喳喳吵闹声，让如天堂般的岁月有了一丝烟火气；这是为雾霾再现时做有必要的心理建设，感谢生活，他不会让我迷失。但是说实话，每到听见电钻声时还是想发自内心地说：太 ,2017-03-13 11:20,1,19,110
谢雪XIXEO,#废人日常# 穿过了雾霾后的天空FLAG在舞房海TIGER大一的图,2017-03-13 11:20,,32,38
TechWeb,【不服输的董明珠放出豪言：电动车我一定会做得最好！】央视财经《对话》栏目中，董明珠谈及一心要造新能源汽车原因时，她说大家现在都渴望环境，特别是像雾霾给我们带来困扰，已经迫不及待地要解决。董明珠承诺，我们造电动车，十年电池绝对由我们承担。电动车我一定会做得最好..|不服输的董... ,2017-03-13 11:15,11,28,10
黄兰钦75,有时候两个人明知互相喜欢，却大家都闷着表白的话语不说的感受是一模一样的。所以后弦这首淡淡的表白歌曲，像一股风，来吹散这场爱情的雾霾。——后弦《我知道你也很想念》 ,2017-03-13 11:10,,,1
男人惊慌地老去,看上去阳光灿烂的风景，拍照了才发现还有雾霾笼罩。由此可见，眼睛看到的未必就是真相。 ,2017-03-13 10:59,,,2
海蒂的花园,#海妈造园记#绿篱栽种之后花园感觉大了许多，因为要转弯才能到达目的地了。今天呢在铺草坪，这个季节的台湾二号草坪就是一坨泥巴。昨晚一夜风，海蒂爸反复说我们花园里的树会不会被吹翻啊？树还好好的，雾霾被吹散了的花园尽管没有什么花，还有很多泥巴，也是美的。今天来了巨大一车花盆，海蒂得意的说 ,2017-03-13 10:55,1,35,58
yasususususu,柴静:从怀孕到生产都呆在美国 自己孕期抽烟导致孩子有疾病赖中国 开高耗能车却抨击中国人的出行 纪录片由美国福特基金赞助 借雾霾话题传输让国企变私企的私货 享受着祖国给她的好还一边吃完饭砸锅 除了抹黑祖国误导大众 基本没什么贡献的人 却因为一个垃圾纪录片被奉为英雄 中国的英雄真好做啊 ,2017-03-13 10:50,,5,1
老百姓-_-,《静夜思李白答》阳台路灯光，亭台楼阁上，抬头未见月，城市髙楼挡，雾霾遮星光，野外很明亮，李白若还在，我在神州行，重新写月亮，我还写月亮，抬头未见月，我在飞船上，低头思他乡，低头看故乡，神州依旧美，依旧赞月亮。 ,2017-03-13 10:49,,,1
报春君我是田园女权主义,这才是正解！一个就业困难，交通堵塞，雾霾严重的国家，谈什么缺人口？？？简直荒谬！没事天天谈论开放二胎多生孩子的人，绝对是居心叵测！ |中国未来百... ,2017-03-13 10:45,2,,4
山东环境,【各地环保工作者热议陈吉宁部长答记者问】省环保厅厅长王安德表示，山东正处于工业化、城镇化快速发展阶段，环境形势还十分严峻。在大气污染治理中，要科学认识雾霾成因，进一步摸清底数，列出污染源清单、责任清单、措施清单、时限清单，把压力和责任层层传导下去，充分调动各级各部门的积极性，全方 ,2017-03-13 10:45,37,17,9
瓦妮莎的微笑Lisa,32w+1下雨的日子最舒服了雾霾没有了，远处的律政大楼也看得清了。又是一个新的星期开始了，办公室姐姐今天过来续了假，确实不容易，刚做完手术没一个星期就要别人回来上班确实不人道。待在这里越久越明白一个道理，没有什么工作是非谁不可的，自己掌握其中的平衡就好。 ,2017-03-13 10:29,,3,2
用户6014172145,早安心语无论这个世界对你怎样，都请你一如既往的努力、勇敢、充满希望。我们变的越来越好，时间也只是陪衬。支撑我们变的越来越好的是我们自己不断进步的才华，修养，品行以及不断的反思和修正。多读书、多出去走走、多感受，到另外的圈子看看，不断提升自己！即使有雾霾，也停止不了我们 ,2017-03-13 10:00,1,1,1
中国经营报,【董明珠铁了心也要造电动车：迫不及待解决雾霾带来的困扰】有一种执着叫董明珠做电动车。 董明珠参加节目录制时表示，为什么把汽车摆在第一呢？大家现在都渴望着环境，特别是像雾霾给我们带来的困扰，已经迫不及待地要解决。把它摆在第一个，对制造业来讲，这是很重要的责任，它已经不是简单的消费品 ,2017-03-13 10:00,24,47,69
韦尔王子,不知道说说是什么东东，早上起来看到QQ里有朋友祝贺生日，再查阅日历才发现自己都忘的干净，谢谢老朋友和谢谢新朋友，也谢谢没有送来祝福的朋友，，，为什么晒这三张图呢？大概是此刻的心情吧！混凝土城市森林越来越密集而人与人越来越疏远，不知曾几何时雾霾让人压抑窒息，春暖花开阳光射出道道光芒的 ,2017-03-13 09:54,,2,
IT之家,【董明珠回应为何造电动汽车：迫不及待想解决雾霾问题】周日，董明珠在央视《对话》节目中阐述了自己造电动汽车的原因，称迫不及待地想解决雾霾问题，同时，她还在节目中自信地表示，格力的电动车一定会做得更好……详情点击：网页链接 ,2017-03-13 09:52,4,15,16
裳裳而明,天气影响人的情绪。而三月是个让人情绪容易波动的时间。我不喜下半年，畏寒，越来越冷的天，阴沉的天，现在又加上不时出现的雾霾，这种种的感觉让我很不舒服喜欢上半年，但这三月的冷暖交替却又是那么难熬。咋暖还寒最难将息。这冷暖暖冷的纠缠仿佛是一张网将人团团裹住，让人的心不停的收紧 ,2017-03-13 09:49,,3,1
哈尔滨环保,#环保视角#【亚洲空气污染、热浪恶化美国雾霾】在过去四分之一个世纪里，尽管美国已经立法对汽车尾气和工厂排放都加以了限制，但从亚洲涌入美国西部的污染和东部愈加频繁的热浪依然使得美国陷入持久性的雾霾的污染之中。普林斯顿大学和国家海洋和大气管理局的地球物理流体动力学实验室的研究人员称，必 ,2017-03-13 09:46,1,,
宜兴环保,【蓝天可期 幸福可待】雾霾形成非一日之寒，彻底治理也非一日之功。需要各级政府坚定信心，保持定力，精准施策。没有比人更高的山，没有比脚更长的路。只要立足实际，加倍努力，蓝天可期，幸福可待。@中国环境新闻 ,2017-03-13 09:46,8,,2
美好食品,#成都# 果然下了雨空气就会变好，今天成都能见度高得吓人（手机渣拍不出效果，但真的都能看到远处山脚下的油菜花田和农舍了.....）都不相信两个月前还在重雾霾里戴着口罩过苦日子  ,2017-03-13 09:44,14,4,
从化猪猪,8年前还不喜欢喝茶的自己因为好看买了那把壶；字帖买给女儿陶冶性情的，她压根也没看一眼已被我写满一本；以前不爱折腾的自己为了拍这个壶拍了两个小时；以前十指不沾阳春水，却为了每天的早餐，绞尽脑汁……不知道是世界在变还是我在变，变成一老头[捂脸][捂脸][捂脸]新一周的阴雨天+雾霾+回南天不需 ,2017-03-13 09:33,,,3
高级营养师孙丽红,发表了博文《肺癌高发：“人造灾难”不可忽视》肺癌在全国各省都是发病率最高的。其中，尤以北京、东北、云南省等地发病尤其显著。可以说，高发病率的肺癌是所有癌症中的第一恶魔。“人造灾难”，防范雾霾为要除了众|肺癌高发：... ,2017-03-13 09:26,1,,
流水映浮灯,今天收到四个捣蛋鬼交的雾霾小报。这几个男孩子最不喜欢办小报了，偏偏上周雾霾天气还出去疯跑，单纯的说教毫无作用，干脆“以毒攻毒”，把这个任务和他们的名字写在黑板上，留存一个星期，时刻提醒，直到他们把小报办出来。我觉得我们班可以再开辟个“吃饭小报”“插嘴小报”...... ,2017-03-13 09:20,,,1
张红樱,报喜——小同学们的“解密北京雾霾”研究项目通过2017中国大智汇创新研究全国邀请赛现场答辩，成功晋级北美总决赛！他们是参赛年龄最小的一支团队（其他都是高一高二，只有他们是初三），关注身边现实环境问题，研究并提出了自己的解决方案，同时以“卓越的创新创造力、逻辑思维和杰出的书面表达能力” ,2017-03-13 09:18,1,3,5
维洛杉京,#佐藤健#推开窗，原本应在雾霾中的世界突然异常清晰，隔了一条街的楼顶上有两只猫，违背了一切透视原理，猫比离我最近的物体还要巨大，清晰，比如胡须，清晰得有亿万像素，让我恐惧。这么大的猫科动物，一爪子拍来我的脑袋就和身体再见了。有人靠近我告诉我，你最近没看新闻吗？第二个复制太阳系出现了 ,2017-03-13 09:10,,,1
Uncle-Lau,一切反动派都是纸老虎！可如果反动派掌握了经济支柱呢？双流，温江，彭州你们太抢眼了#雾霾成都##成都空气污染##我有问题问总理#@四川发布 @中国新闻网 @环保部发布 @四川环保 @中国环境新闻 @微言环保 ,2017-03-13 09:10,,2,
新京报,【董明珠铁了心也要造电动车：迫不及待解决雾霾带来的困扰】有一种执着叫董明珠做电动车。 董明珠参加节目录制时表示，为什么把汽车摆在第一呢？大家现在都渴望着环境，特别是像雾霾给我们带来的困扰，已经迫不及待地要解决。把它摆在第一个，对制造业来讲，这是很重要的责任，它已经不是简单的消费品 ,2017-03-13 09:07,171,499,642
灯___,今天早上没有雾霾，高速公路前方层云间洒下的阳光，两旁金黄的油菜花，还有头顶交错而过的铁道，好久没有这种心旷神怡的感觉了。 ,2017-03-13 09:07,,7,1
Chortinnn,1-3图 天气回暖了学校花开了 都说熟悉的地方没有风景 但是熟悉的地方其实也很美啊4-5图 天津除了雾霾阴天 大多数时候都像现在一样 晴空万里蓝天白云 ,2017-03-13 09:03,,2,1
你要我改了名字换了头像,我喜欢你喜欢你埋头苦读的样子在错综复杂的心电图里寻找疾病的踪迹我喜欢你喜欢你身穿围裙的样子在厨房的柴米油盐里,2017-03-13 09:01,,2,5
不及某V,冷空气果然是可以驱散雾霾的远山如黛好清晰 ,2017-03-13 08:59,,4,1
老百姓-_-,《静夜思》阳台路灯光，现在没有霜。抬头未见月，雾霾遮星光，李白若还在，重新写月亮，抬头未见月，低头思他乡。 ,2017-03-13 08:58,1,1,2
鲍盼艾灸养生,【早间乐一乐】“妈妈，为什么你那么漂亮而我长得这么丑呢？” [憨笑][憨笑]妈妈说：“因为空气污染严重。” 女儿说：“你骗人，还没听说空气污染能影响长相呢！” 妈妈说：“会的，就是因为当年雾霾太重没看清你爹的脸！”; ,2017-03-13 08:55,,,1
伯爵家有馒头,#瑞文#早安啊！瑞王府的宝宝们！星期一的雨下的心情也蒙上了雾霾！快擦擦！我们都要愉快的面对生活！毕竟什么都是假的，自己心疼自己才是真的，对不！我们团结友爱的一家人说啥都会一起陪伴到80的！赞成的举个手 #孟瑞# @孟瑞 ,2017-03-13 08:49,1,2,14
李小宅Zzzzz,重庆是个神奇的石头城市、但是略显粗糙，给人第一印象湿漉漉的，严重的雾霾，整个城市笼罩在火锅的味道里，典型的西南城市，南方人表示嘉陵江并没有给重庆带来灵气。 |重庆 ,2017-03-13 08:46,,10,7
苗翠馥娥纯,看央视报道，东哥曾想把公司总部搬到宿迁，想法很好，亦庄是北京雾霾最严重的区域，房价也被京东带起来了，相信大部分京东员工也买不起房。如果京东能把宿迁分部给员工盖房子推广到全国，那么，京东分公司是否会逐步成为去中心化的创新基地呢？ ,2017-03-13 08:42,1,,
牛春宝,三亚房地产连续俩月全国涨幅第一 将迎来限贷政策：暂停向购买第三套及以上住房的家庭贷款。评：雾霾逼的！ ,2017-03-13 08:40,1,5,15
科技日报,#两会声音丨罗霞代表：研究雾霾成因需要联合攻关#“我们还没有从根本上对我国的雾霾来源、成因、治理形成一套基础的、科学的、系统的理论研究体系，以指导我们的政策制定和污染防治工作。”罗霞认为，“我们应该成立专门的科研机构，开展基础性的理论研究。”|罗霞代表：... ,2017-03-13 08:37,8,3,1
王鹏律师,好久不坐地铁，@北京地铁 人多，车厢和车站里空气浑浊，感觉比雾霾还严重，窒息的感觉。 ,2017-03-13 08:34,2,5,1
Eniko-,今天一起床心情就明媚得不像话，会不会是因为街道两旁的早樱正开的烂漫，也可能是周一不用上班，或许是要见到离别已久的亲爱的室友了，还是今早刷牙时脑海里忽然构建起的人生规划？不知道，但是就算阴雨雾霾也挡不住心情调高几个亮度。哦，等下，是你明天要回来了。看，我也会把我爱你译成今夜月 ,2017-03-13 08:26,,6,3
會飛的魚8552,虽然现在没有雾霾了但是西安市的车辆现在已经超出饱和状态了。建议仍然使用单双号限行来约束车辆饱和。为了西安的交通舒畅请大家转发 ,2017-03-13 08:24,,,1
JDD只想简单的,谁说北京只有雾霾？韩红听了想打人！！天气又双叒好哭了。早起果然有好处，去问老师有木有活干，老师果断的说有事你就走吧，开心～人生第一次要进看守所了 |北京·中国... ,2017-03-13 08:16,,,4
小石头妈妈1018,今日打道回府 回我大保定府 虽然家里有雾霾 但出门几天甚是想念 这次旅程很愉快 沙滩阳光大海美食 梦想清单又完成一项热带水果我没怎么吃 主要吃了抱螺粉 海鲜捞饭 石斑鱼 椰奶炒冰清凉补等……美食再多 也想念保定的驴火 拜拜三亚 太开心啦 |三亚·三亚... ,2017-03-13 08:16,1,3,3
狂谈雨人_苏彤,#2017年1000㎞跑步计划#25.97/1000第五天打卡。新的一天，新的开始，原来北京的6点事没有雾霾的！ |北京·北京... ,2017-03-13 08:14,,,1
摄影师丘晓风,#厦门旅游##厦门# 雾霾严重 |厦门·湖里... ,2017-03-13 08:08,2,8,2
空灵蓝水晶2016,出世与入世 像一朵浮云，一半入天庭，一半入尘埃；像一棵树，享风花雪月，亦不拒雾霾；像一座山，任岁月沧桑，依旧从容自在。守七寸之地，种几棵素净白菜；拾几片茶叶，静待壶中水开；祝百花生日，宝马香车任去来。这是草民对 ‘’守五叶宗风，粥鱼茶铫宜清净； 祝百花生日，宝马香车任去来。‘’这 ,2017-03-13 08:03,,,1
任性买买哥,肿么肥事？最近肿么多了辣么多雾霾一觉醒来好像去了不知道什么地方？是不是哥修仙成功了？？？早啊~大家注意身体 ,2017-03-13 08:00,2,3,11
Muyura,最近的天气都很好 很晴 没有雾霾 宿舍楼下的小猫一个寒假没见还是这么胖 遇人还是会喵喵的撒娇 学校有些花已经开了可是我不认得那是什么花 不过很香很好看 每天还是要很早起 然后跑去食堂吃早饭然后再赶来上早读 哦对 早饭我还是吃了很多 奶香包小肉包油条鸡蛋再加一碗现磨的豆浆 对了今早还外加了一碗 ,2017-03-13 08:00,1,1,1
璐璐爱自己,雨后的天空终于褪去了雾霾 |江油市 ,2017-03-13 07:54,,2,3
DL董大力妈妈后援团,#二十四小时广州# #董力# 三月的春风吹散雾霾三月的细雨荡涤尘埃三月的嫩绿渲染希望,2017-03-13 07:35,79,167,285
骑士小猪,这不是雾霾，是持续不断的放鞭炮，集美的警察叔叔，你们不管么？@厦门警方在线 |厦门·嘉庚... ,2017-03-13 07:34,,3,2
天真胡邪,杭州今天中雨，有点冷。北京除了雾霾永远艳阳高照。其实不用对比也是够讨厌南方这种阴雨天的。北方如果天气不好那就窝在家里，南方如果天气不好家里也是阴冷潮湿，这点来讲南方的气候也是很狗屎的。but在南方皮肤是真温润细腻。 ,2017-03-13 07:32,1,4,
抗郁长风,13.14公里刷胖立志第3天。从床上爬起来后，胖子问可否隔天一跑，我说你还是祈求雾霾天吧，胖说雾霾天也要游泳…其实一早爬起来我也痛苦，就算是倒逼我们早睡吧。Love is a choice of your own; not a mandatory duty. Love is a choice instead of a chore. ,2017-03-13 07:15,,,1
yoyo韩晓枫,#雾霾，我想对你说#2017年3月13日6点主要城市空气污染排行(前20)：乌鲁木齐183，合肥169，扬州166，镇江159，潍坊157，泰州157，石家庄156，淄博155，本溪154，厦门153，唐山152，广州150，佛山148，南京142，福州140，衡水136，常州135，天津131，马鞍山128，南通126。周一，早安！ ,2017-03-13 06:51,2,3,1
纯真的不能说的秘密sx,Wuli 歌手李健 写的歌 http://t.cn/RV6cwlT 太好听了，我要用尽洪荒之力为TA在音乐人先锋榜上打榜！当雾霾笼罩大地，我没有时间起床唏嘘。 ,2017-03-13 06:29,,,3
